,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,0,1.0,89.02246907382428,10.0,14.0356688476182,21.02379604162864,23.0,15.0,40.01249804748511,26.0,25.5,16.0,18.0,2.0,23.0,7.0,7.0,13.0,12.0,12.0,35.0,34.0,33.0,{}
1,1,1.0,90.0222194794152,10.0,14.0,21.02379604162864,22.02271554554524,15.0,40.0,26.0,25.5,16.0,18.0,2.0,23.0,7.0,7.0,13.038404810405298,12.041594578792296,12.5,34.0,34.0,32.0,{}
2,2,1.0,93.04837451562494,10.0,15.0,22.0,23.021728866442675,14.0,39.01281840626232,24.020824298928627,24.0,14.0,17.0,1.5,23.5,7.5,7.5,13.0,12.0,12.5,34.0,34.0,31.0,{}
3,3,1.0,92.04890004774636,10.0,15.0,22.0,23.021728866442675,14.0,39.01281840626232,24.020824298928627,24.0,14.0,17.0,1.5,23.5,7.5,7.5,13.0,12.041594578792296,12.0,34.0,34.0,32.0,{}
4,4,1.0,93.04837451562494,10.0,15.0,22.02271554554524,23.021728866442675,14.0,39.01281840626232,24.020824298928627,24.0,14.0,17.0,1.5,23.5,7.5,7.5,13.0,12.0,12.0,35.0,35.0,32.01562118716424,{}
5,5,0.0,93.02150289046077,9.0,15.0,22.02271554554524,23.021728866442675,15.0,39.0,24.0,24.0,14.0,16.0,0.0,24.0,8.0,8.0,13.0,12.041594578792296,12.0,35.0,35.0,32.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
6,6,1.0,92.02173656261871,10.0,14.0,21.02379604162864,22.02271554554524,15.033296378372908,40.01249804748511,26.019223662515376,25.5,15.0,17.0,1.0,24.0,8.0,8.0,13.0,12.0,12.5,34.0,35.0,30.01666203960727,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
7,7,0.0,93.00537618869136,9.0,15.033296378372908,22.0,23.021728866442675,15.0,39.01281840626232,24.0,24.0,15.0,16.0,0.5,23.5,7.5,7.5,13.038404810405298,12.0,12.5,35.0,36.0,30.01666203960727,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
8,8,0.0,93.04837451562494,9.0,15.0,21.0,23.021728866442675,15.0,39.0,24.0,24.0,14.0,17.0,0.5,23.5,7.5,7.5,13.0,13.038404810405298,13.0,34.0,35.0,32.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
9,9,1.4142135623730951,94.02127418834527,9.0,14.0,22.0,23.0,15.0,39.01281840626232,25.019992006393608,24.5,14.0,16.0,0.0,24.0,8.0,8.0,13.0,13.038404810405298,13.5,34.0,35.0,32.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
10,10,0.0,93.00537618869136,9.0,15.0,21.0,23.021728866442675,15.0,39.0,24.0,24.0,15.0,16.0,0.5,23.5,7.5,7.5,13.0,12.041594578792296,12.5,34.0,36.0,31.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
11,11,0.0,94.0,10.0,15.0,22.0,23.0,14.0,39.0,24.0,24.0,15.0,15.0,1.0,24.0,8.0,8.0,12.0,11.04536101718726,11.5,34.0,36.0,33.015148038438355,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
12,12,1.0,96.00520819205592,10.0,14.0,22.02271554554524,23.021728866442675,14.0356688476182,38.0,24.0,24.0,13.0,14.0,0.5,24.5,8.5,9.5,13.0,12.041594578792296,12.0,34.0,36.0,33.015148038438355,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
13,13,0.0,94.0,10.0,14.0,21.0,22.02271554554524,14.0,38.0,24.0,24.0,14.0,14.0,0.0,24.0,8.0,8.0,13.038404810405298,11.04536101718726,12.0,34.0,36.0,31.016124838541646,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
14,14,0.0,94.00531899844816,10.0,14.0,22.02271554554524,23.021728866442675,14.0,38.0,24.0,24.0,14.0,15.0,0.5,23.5,8.5,8.5,13.0,12.0,12.5,33.0,36.0,31.016124838541646,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
15,15,0.0,95.00526301210895,9.0,15.0,21.0,22.02271554554524,15.0,39.0,24.0,24.0,15.0,16.0,0.5,23.5,7.5,7.5,13.0,13.038404810405298,13.0,34.0,36.0,32.01562118716424,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
16,16,0.0,94.00531899844816,10.0,14.0,21.02379604162864,23.0,14.0,38.0,24.0,24.0,15.0,16.0,1.5,22.5,7.5,7.5,12.0,12.041594578792296,12.0,34.0,36.0,33.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
17,17,1.0,94.00531899844816,9.0,15.0,22.0,23.021728866442675,15.0,39.01281840626232,24.020824298928627,24.0,15.0,16.0,0.5,23.5,7.5,7.5,13.038404810405298,12.0,12.5,35.0,37.0,33.015148038438355,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
18,18,1.0,94.00531899844816,9.0,14.0,22.0,23.0,15.0,38.01315561749642,24.020824298928627,24.0,16.0,15.0,0.5,22.5,7.5,7.5,13.0,12.0,12.5,35.0,36.0,32.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
