,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,0,0.0,33.06055050963308,4.0,6.0,9.0,9.0,11.045361017187261,21.02379604162864,15.033296378372908,15.0,13.0,15.0,3.0,7.0,0.0,1.0,5.0990195135927845,5.0,4.5,18.0,16.0,19.026297590440446
1,1,0.0,34.058772731852805,5.0,7.0,8.06225774829855,8.06225774829855,10.04987562112089,22.02271554554524,15.033296378372908,15.0,13.0,15.0,4.0,8.0,1.0,1.0,5.0990195135927845,4.0,4.5,17.0,15.0,19.026297590440446
2,2,0.0,35.014282800023196,5.0,7.0710678118654755,8.0,9.0,10.04987562112089,22.090722034374522,15.033296378372908,15.0,13.0,14.0,3.5,8.5,0.5,0.5,5.0,5.0,5.0,17.0,16.0,19.026297590440446
3,3,1.0,34.058772731852805,5.0990195135927845,6.0,8.0,9.0,10.0,22.02271554554524,16.0312195418814,15.5,13.0,15.0,4.0,8.0,1.0,1.0,4.0,4.0,4.5,17.0,15.0,20.0
4,4,0.0,35.014282800023196,5.0,7.0710678118654755,8.0,9.055385138137417,10.04987562112089,22.090722034374522,15.033296378372908,15.0,13.0,14.0,3.5,8.5,1.5,0.5,5.0,5.0990195135927845,4.5,16.0,14.0,19.0
5,5,3.0,36.013886210738214,5.0,6.082762530298219,9.0,9.055385138137417,9.055385138137417,23.08679276123039,17.029386365926403,15.5,13.0,14.0,4.5,9.5,2.5,0.5,5.0,5.0,4.5,17.0,15.0,19.0
6,6,6.0,37.013511046643494,3.0,6.0,10.04987562112089,11.0,9.0,24.0,18.0,15.0,12.0,13.0,3.5,11.5,4.5,0.5,4.0,4.0,4.5,16.0,15.0,19.0
7,7,8.06225774829855,38.01315561749642,3.0,6.0,10.04987562112089,11.0,8.0,25.019992006393608,19.026297590440446,15.0,12.0,13.0,4.5,12.5,5.5,1.5,5.0,5.0,5.0,18.0,16.0,20.024984394500787
8,8,9.055385138137417,39.05124837953327,3.0,6.0,11.0,11.045361017187261,8.0,26.019223662515376,20.024984394500787,15.5,12.0,14.0,5.0,13.0,6.0,2.0,5.0,5.0,5.0,17.0,16.0,19.026297590440446
9,9,11.0,39.05124837953327,3.0,6.0,10.04987562112089,11.0,8.0,28.0,22.0,16.5,12.0,14.0,5.0,15.0,8.0,2.0,5.0,5.0,5.0,18.0,17.0,20.024984394500787
10,10,12.0,40.01249804748511,2.0,6.0,10.04987562112089,12.0,8.0,28.0,22.0,16.0,12.0,13.0,4.5,15.5,8.5,2.5,5.0,5.0,5.5,18.0,18.0,20.0
11,11,13.0,40.049968789001575,3.0,6.0,11.045361017187261,11.0,8.0,30.0,24.0,17.5,12.0,14.0,5.0,17.0,10.0,2.0,5.0,5.0,5.0,18.0,17.0,21.0
12,12,14.0,40.01249804748511,3.0,6.0,11.045361017187261,12.0,8.0,31.0,25.0,18.0,13.0,14.0,5.5,17.5,10.5,2.5,5.0,5.0,5.0,18.0,17.0,21.02379604162864
13,13,14.0,40.01249804748511,3.0,6.0,10.0,12.0,8.0,31.0,25.0,18.0,12.0,13.0,4.5,18.5,11.5,2.5,5.0,5.0,5.0,19.0,17.0,22.02271554554524
14,14,15.0,42.04759208325728,3.0,6.0,11.0,12.041594578792296,9.0,33.0,27.0,19.5,13.0,15.0,5.0,19.0,12.0,3.0,5.0,5.0,5.0,19.0,17.0,22.0
15,15,17.0,41.012193308819754,2.0,6.0,11.0,12.0,9.0,34.0,28.0,19.5,13.0,14.0,4.5,20.5,13.5,2.5,5.0,5.0,5.0,17.0,16.0,20.0
16,16,16.0,41.012193308819754,3.0,6.0,11.045361017187261,12.041594578792296,8.0,33.0,27.0,19.0,13.0,14.0,5.5,19.5,12.5,2.5,5.0,5.0,5.0,17.0,16.0,22.0
17,17,17.0,43.01162633521314,3.0,6.0,12.0,12.041594578792296,8.06225774829855,34.0147027033899,28.0178514522438,19.5,13.0,14.0,5.5,20.5,12.5,2.5,4.0,5.0,5.0,17.0,16.0,22.0
18,18,16.0,42.04759208325728,3.0,6.082762530298219,11.045361017187261,12.041594578792296,8.06225774829855,33.0,27.018512172212592,19.0,12.0,14.0,5.0,20.0,13.0,2.0,5.0,5.0,5.0,17.0,15.0,21.0
19,19,17.0,42.01190307520001,3.0,6.0,11.045361017187261,12.041594578792296,8.0,34.0,28.0,19.5,13.0,14.0,5.5,20.5,12.5,2.5,5.0,5.0,5.5,17.0,15.0,21.0
