,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,0,10.0,48.010415536631214,6.082762530298219,9.0,13.038404810405298,13.0,11.0,36.013886210738214,27.018512172212592,22.0,24.0,23.0,12.5,12.5,3.5,7.5,9.0,9.055385138137416,8.5,24.0,24.0,29.0,{}
1,1,9.0,47.01063709417264,5.0,9.0,12.0,14.0356688476182,11.0,34.0,25.0,20.5,23.0,22.0,11.5,11.5,2.5,6.5,8.0,8.0,8.0,25.0,25.0,28.0,{}
2,2,9.0,48.010415536631214,6.0,8.0,12.0,14.0,10.04987562112089,33.015148038438355,25.019992006393608,20.5,23.0,22.0,12.5,10.5,2.5,6.5,8.0,8.06225774829855,8.0,25.0,23.0,28.0,{}
3,3,9.0,47.01063709417264,5.0,8.0,11.0,12.0,11.04536101718726,33.015148038438355,25.019992006393608,20.5,23.0,22.0,11.5,10.5,2.5,6.5,8.0,8.06225774829855,8.0,24.0,23.0,29.0,{}
4,4,9.0,48.010415536631214,5.0990195135927845,8.0,13.0,13.0,11.0,33.015148038438355,25.019992006393608,20.5,23.0,22.0,11.5,10.5,2.5,6.5,9.0,9.055385138137416,8.5,24.0,23.0,29.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
5,5,8.0,48.0,6.0,8.0,13.0,13.0,9.0,31.0,23.0,19.0,21.0,21.0,12.0,10.0,2.0,6.0,9.0,9.055385138137416,9.0,25.0,25.0,28.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
6,6,9.0,48.010415536631214,5.0,9.0,12.0,14.0,11.04536101718726,34.0147027033899,25.019992006393608,20.5,22.0,23.0,11.5,11.5,2.5,6.5,9.0,9.055385138137416,8.5,25.0,25.0,27.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
7,7,10.04987562112089,48.0,5.0990195135927845,9.0,13.0,14.0356688476182,10.0,34.0,25.0,20.0,21.0,21.0,11.0,13.0,3.0,6.0,9.0,9.055385138137416,8.5,25.0,25.0,27.018512172212592,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
8,8,10.0,46.0,5.0,8.0,12.0,13.038404810405298,11.0,34.0,26.0,21.0,21.0,21.0,10.0,13.0,4.0,5.0,9.0,9.055385138137416,9.0,25.0,25.0,27.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
9,9,4.0,45.0111097397076,4.0,8.0,12.0,12.0,9.055385138137416,25.019992006393608,17.029386365926403,15.0,14.0,13.0,4.5,11.5,3.5,0.5,9.055385138137416,9.055385138137416,9.5,28.0,27.0,32.0624390837628,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
10,10,3.0,45.044422518220834,4.0,9.0,11.0,12.0,11.0,27.0,18.0,16.5,17.0,15.0,5.0,11.0,2.0,1.0,9.0,10.04987562112089,9.5,25.0,25.0,29.017236257093817,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
11,11,3.1622776601683795,45.0111097397076,5.0,8.0,12.0,13.0,13.0,29.017236257093817,21.02379604162864,19.5,19.0,18.0,5.5,10.5,2.5,1.5,9.055385138137416,9.055385138137416,8.5,25.0,25.0,27.018512172212592,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
12,12,4.0,46.01086828130936,5.0,9.0,12.0,13.0,11.0,29.0,20.0,18.0,17.0,16.0,5.5,12.5,3.5,1.5,10.04987562112089,9.055385138137416,9.0,24.0,25.0,28.0178514522438,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
13,13,7.0,48.04164859785725,4.0,9.0,12.0,13.0,11.04536101718726,31.016124838541646,22.02271554554524,18.5,18.0,16.0,6.0,14.0,4.0,2.0,9.055385138137416,9.055385138137416,9.0,24.0,25.0,27.073972741361768,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
14,14,8.0,49.04079934095692,5.0,9.0,13.038404810405298,14.0356688476182,10.0,32.0,23.0,19.0,18.0,16.0,7.0,15.0,6.0,3.0,9.0,9.055385138137416,9.0,24.0,25.0,26.0768096208106,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
15,15,10.0,49.04079934095692,4.0,9.0,12.0,14.0,11.0,34.0,25.0,20.0,18.0,16.0,6.0,17.0,7.0,2.0,9.055385138137416,10.198039027185567,10.0,24.0,25.0,27.073972741361768,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
16,16,9.0,49.01020301937138,4.123105625617661,8.0,13.0,14.0,12.0,33.015148038438355,25.019992006393608,20.5,18.0,17.0,5.5,15.5,6.5,2.5,9.0,9.055385138137416,9.0,24.0,25.0,27.073972741361768,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
