,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,169,4.123105625617661,30.14962686336267,4.0,5.0,8.06225774829855,9.0,6.324555320336759,19.235384061671343,14.317821063276352,12.0,13.0,10.0,5.5,7.5,2.5,2.5,3.1622776601683795,4.0,4.0,9.0,11.0,10.0,{}
1,170,3.0,29.068883707497267,3.0,5.0990195135927845,8.06225774829855,9.0,6.324555320336759,17.26267650163207,12.16552506059644,10.5,12.0,10.0,5.0,6.0,1.0,3.0,4.0,3.0,3.5,8.0,10.0,10.0,{}
2,171,3.0,28.0178514522438,3.0,5.0,8.06225774829855,9.055385138137416,6.324555320336759,17.11724276862369,12.16552506059644,10.5,11.0,10.0,4.5,6.5,0.5,2.5,4.0,4.0,4.0,8.0,9.0,10.0,{}
3,172,2.0,27.073972741361768,3.0,5.0990195135927845,8.06225774829855,9.0,6.324555320336759,16.278820596099706,11.180339887498947,10.0,11.0,9.0,4.0,6.0,0.0,2.0,4.0,3.0,3.0,8.0,9.0,9.055385138137416,{}
4,173,2.0,27.018512172212592,3.0,5.0,7.0,8.0,6.324555320336759,16.1245154965971,11.180339887498947,10.0,11.0,10.0,4.5,5.5,0.5,1.5,3.0,4.0,4.0,8.0,9.0,8.06225774829855,{}
5,174,1.0,26.019223662515376,3.0,5.0990195135927845,7.071067811865476,7.071067811865476,5.0990195135927845,14.142135623730953,9.055385138137416,8.5,10.0,9.0,4.5,4.5,0.5,2.5,3.0,3.1622776601683795,3.5,8.0,9.0,9.0,{}
6,175,2.0,24.020824298928627,3.1622776601683795,4.0,7.0,8.0,5.0990195135927845,14.142135623730953,10.198039027185567,9.0,10.0,9.0,4.5,4.5,0.5,1.5,3.0,3.0,2.5,7.0,7.0,8.0,{}
7,176,2.0,23.08679276123039,2.0,5.0990195135927845,6.082762530298219,7.0,5.385164807134504,14.317821063276352,9.219544457292889,8.0,10.0,8.0,4.0,5.0,0.0,2.0,2.23606797749979,3.0,3.0,7.0,8.0,7.071067811865476,{}
8,177,1.0,23.021728866442675,3.0,4.0,6.082762530298219,7.0,5.385164807134504,13.152946437965904,9.219544457292889,8.5,10.0,9.0,4.5,3.5,0.5,2.5,3.0,2.23606797749979,2.5,7.0,8.0,7.0,{}
9,178,1.0,23.021728866442675,2.0,5.0990195135927845,6.0,7.0,5.385164807134504,13.341664064126334,8.246211251235321,7.5,9.0,8.0,3.5,4.5,0.5,1.5,3.1622776601683795,2.0,2.5,7.0,8.0,7.0,{}
10,179,2.0,22.02271554554524,2.0,4.0,6.0,6.0,4.47213595499958,12.16552506059644,8.246211251235321,7.0,9.0,8.0,4.5,3.5,1.5,2.5,2.0,3.0,3.0,6.0,7.0,8.06225774829855,{}
11,180,1.0,21.02379604162864,2.0,4.0,6.0,6.0,4.123105625617661,11.04536101718726,7.071067811865476,6.5,8.0,7.0,3.5,3.5,0.5,1.5,3.0,3.0,3.0,6.0,6.0,8.0,{}
