video_id,frame_seq,time_seconds,time_datetime,instance_ref,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
197,0,0.0,0:00:00,0,"(1086.6652111397464, 436.7163961750302)","(1094.8664580162729, 498.2257477489781)","(1107.1683283310624, 563.8357227611892)","(1135.8726923989047, 625.3450743351372)","(1189.1807970963264, 666.351308717769)","(1258.8913955468006, 693.0053610664798)","(1332.702617435538, 709.4078548195326)","(1396.2622807286177, 721.7097251343222)","(1441.3691385495129, 721.7097251343222)","(1470.0735026173552, 697.105984504743)","(1480.3250612130132, 656.0997501221111)","(1488.5263080895395, 613.0432040203475)","(1498.7778666851975, 572.0369696377156)","(1511.079736999987, 535.1313586933469)","(1513.1300487191186, 496.1754360298465)","(1502.8784901234608, 457.2195133663462)","(1486.475996370408, 424.4145258602406)","(1217.8851611641687, 375.20704460108226)","(1256.841083827669, 354.7039274097663)","(1299.8976299294325, 344.4523688141083)","(1345.0044877503276, 346.5026805332399)","(1383.960410413828, 360.8548625671611)","(1435.218203392118, 364.9554860054243)","(1451.6206971451707, 350.6033039715031)","(1470.0735026173552, 342.4020570949767)","(1484.4256846512762, 342.4020570949767)","(1492.6269315278028, 354.7039274097663)","(1412.6647744816703, 412.112655545451)","(1427.0169565155916, 436.7163961750302)","(1443.4194502686444, 459.26982508547775)","(1459.8219440216972, 483.87356571505694)","(1398.3125924477492, 522.8294883785572)","(1422.9163330773283, 526.9301118168205)","(1445.4697619877759, 526.9301118168205)","(1461.8722557408287, 520.7791766594256)","(1476.22443777475, 512.5779297828993)","(1275.2938892998534, 416.2132789837142)","(1303.9982533676957, 410.0623438263194)","(1326.5516822781433, 410.0623438263194)","(1345.0044877503276, 424.4145258602406)","(1326.5516822781433, 428.5151492985038)","(1301.9479416485642, 426.4648375793722)","(1433.1678916729863, 420.3139024219774)","(1451.6206971451707, 408.01203210718785)","(1470.0735026173552, 405.9617203880562)","(1480.3250612130132, 414.1629672645826)","(1472.1238143364867, 422.364214141109)","(1453.6710088643024, 422.364214141109)","(1365.5076049416436, 608.9425805820844)","(1406.5138393242755, 576.1375930759788)","(1441.3691385495129, 559.735099322926)","(1455.721320583434, 565.8860344803207)","(1470.0735026173552, 559.735099322926)","(1480.3250612130132, 569.986657918584)","(1476.22443777475, 592.5400868290316)","(1476.22443777475, 608.9425805820844)","(1468.0231908982234, 625.3450743351372)","(1455.721320583434, 627.3953860542687)","(1437.2685151112496, 627.3953860542687)","(1406.5138393242755, 625.3450743351372)","(1381.9100986946964, 602.7916454246896)","(1439.318826830381, 584.3388399525052)","(1453.6710088643024, 584.3388399525052)","(1465.972879179092, 582.2885282333735)","(1470.0735026173552, 588.4394633907684)","(1465.972879179092, 590.4897751098999)","(1453.6710088643024, 594.5903985481632)","(1439.318826830381, 594.5903985481632)"
197,1,0.0333666666666666,0:00:00.033367,0,"(1077.4949257143326, 414.2641475757756)","(1087.6984761472336, 481.6075804329214)","(1101.9834467532949, 548.9510132900672)","(1128.512677878837, 612.2130259740526)","(1181.5711401299216, 659.1493579653967)","(1248.9145729870675, 689.7600092640993)","(1316.2580058442131, 710.1671101299011)","(1377.4793084416185, 726.4927908225425)","(1426.4563505195426, 726.4927908225425)","(1455.0262917316652, 706.0856899567407)","(1467.2705522511462, 663.2307781385571)","(1477.474102684047, 622.4165764069535)","(1487.677653116948, 579.5616645887699)","(1501.962623723009, 540.7881729437465)","(1506.0440438961696, 497.9332611255628)","(1495.8404934632686, 455.07834930737914)","(1477.474102684047, 418.345567748936)","(1210.1410813420441, 367.32781558443156)","(1244.833152813907, 346.9207147186298)","(1287.6880646320908, 336.7171642857289)","(1330.5429764502744, 338.7578743723091)","(1373.397888268458, 353.04284497837034)","(1428.497060606123, 353.04284497837034)","(1444.8227412987642, 340.7985844588893)","(1463.1891320779857, 334.6764541991488)","(1477.474102684047, 334.6764541991488)","(1487.677653116948, 346.9207147186298)","(1404.0085395671608, 402.0198870562946)","(1416.2528000866419, 428.54911818183683)","(1430.537770692703, 453.03763922079895)","(1446.8634513853444, 479.56687034634126)","(1389.7235689610995, 518.3403619913646)","(1412.1713799134814, 522.4217821645249)","(1432.5784807792832, 522.4217821645249)","(1448.9041614719247, 516.2996519047844)","(1463.1891320779857, 506.0961014718835)","(1267.280963766289, 410.1827274026153)","(1293.8101948918313, 404.06059714287477)","(1316.2580058442131, 404.06059714287477)","(1336.665106710015, 412.2234374891954)","(1316.2580058442131, 416.3048576623558)","(1293.8101948918313, 418.345567748936)","(1422.3749303463824, 410.1827274026153)","(1440.741321125604, 402.0198870562946)","(1459.1077119048255, 402.0198870562946)","(1471.3519724243065, 406.1013072294549)","(1459.1077119048255, 414.2641475757756)","(1442.782031212184, 414.2641475757756)","(1355.0314974892365, 602.0094755411518)","(1395.84569922084, 571.3988242424491)","(1430.537770692703, 557.113853636388)","(1444.8227412987642, 563.2359838961285)","(1459.1077119048255, 555.0731435498077)","(1471.3519724243065, 567.3174040692887)","(1465.229842164566, 589.7652150216707)","(1469.3112623377262, 608.1316058008923)","(1457.0670018182452, 624.4572864935337)","(1442.782031212184, 626.4979965801139)","(1426.4563505195426, 628.538706666694)","(1393.8049891342598, 622.4165764069535)","(1373.397888268458, 597.9280553679914)","(1426.4563505195426, 583.6430847619301)","(1442.782031212184, 583.6430847619301)","(1455.0262917316652, 579.5616645887699)","(1459.1077119048255, 585.6837948485104)","(1457.0670018182452, 587.7245049350905)","(1442.782031212184, 591.8059251082509)","(1428.497060606123, 591.8059251082509)"
197,2,0.0667333333333332,0:00:00.066733,0,"(1087.1651918731852, 416.40478103821994)","(1095.370212189209, 484.09619864541827)","(1109.7289977422513, 553.8388713316226)","(1136.3953137693293, 615.3765237018029)","(1187.6766907444796, 662.5553905189411)","(1253.316853272672, 693.3242167040313)","(1323.0595259588763, 713.8367674940913)","(1386.6484334080626, 730.2468081261394)","(1435.8785553042067, 730.2468081261394)","(1464.596126410291, 709.7342573360793)","(1476.903656884327, 666.6579006769531)","(1487.159932279357, 621.530288938821)","(1497.4162076743871, 578.4539322796948)","(1509.723738148423, 539.4800857785806)","(1515.877503385441, 498.45498419846035)","(1505.6212279904112, 455.37862753933416)","(1487.159932279357, 418.45603611722595)","(1214.3430067715576, 369.2259142210817)","(1251.265598193666, 348.71336343102166)","(1294.341954852792, 336.4058329569856)","(1339.4695665909244, 338.4570880359916)","(1380.4946681710444, 352.8158735890337)","(1435.8785553042067, 352.8158735890337)","(1452.2885959362548, 340.5083431149976)","(1470.749891647309, 334.3545778779796)","(1485.108677200351, 334.3545778779796)","(1493.313697516375, 348.71336343102166)","(1411.2634943561347, 404.0972505641839)","(1423.5710248301707, 428.712311512256)","(1437.9298103832127, 453.32737246032815)","(1454.3398510152608, 479.99368848740625)","(1392.8021986450806, 518.9675349885205)","(1417.4172595931527, 523.0700451465325)","(1437.9298103832127, 525.1213002255384)","(1454.3398510152608, 516.9162799095144)","(1470.749891647309, 508.7112595934904)","(1271.778148983726, 408.19976072219595)","(1298.4444650108042, 399.9947404061719)","(1323.0595259588763, 399.9947404061719)","(1343.5720767489363, 412.3022708802079)","(1323.0595259588763, 416.40478103821994)","(1298.4444650108042, 416.40478103821994)","(1429.7247900671887, 410.2510158012019)","(1448.1860857782428, 399.9947404061719)","(1466.647381489297, 399.9947404061719)","(1478.954911963333, 408.19976072219595)","(1466.647381489297, 414.3535259592139)","(1450.237340857249, 414.3535259592139)","(1362.0333724599905, 603.0689932277668)","(1401.0072189611046, 574.3514221216827)","(1435.8785553042067, 557.9413814896346)","(1450.237340857249, 564.0951467266526)","(1464.596126410291, 555.8901264106286)","(1478.954911963333, 568.1976568846646)","(1472.801146726315, 590.7614627537308)","(1474.8524018053208, 611.2740135437908)","(1464.596126410291, 625.632799096833)","(1450.237340857249, 629.735309254845)","(1431.7760451461947, 629.735309254845)","(1398.9559638820986, 625.632799096833)","(1378.4434130920386, 598.9664830697549)","(1433.8273002252008, 584.6076975167127)","(1448.1860857782428, 584.6076975167127)","(1460.4936162522788, 582.5564424377068)","(1464.596126410291, 586.6589525957188)","(1462.5448713312849, 588.7102076747248)","(1450.237340857249, 592.8127178327368)","(1435.8785553042067, 592.8127178327368)"
197,3,0.1000999999999998,0:00:00.100100,0,"(1074.0978369589798, 406.0861387368543)","(1084.249990427401, 471.059920934751)","(1096.4325745895067, 536.0337031326477)","(1122.8281736074023, 596.9466239431758)","(1173.588940949509, 645.6769605915983)","(1238.5627231474057, 676.1334209968625)","(1305.5669360389866, 698.4681586273895)","(1364.4494261558305, 716.7420348705479)","(1413.179762804253, 716.7420348705479)","(1443.636223209517, 696.4377279337051)","(1457.849238065307, 653.7986833663355)","(1470.0318222274127, 613.19006949265)","(1482.2144063895182, 570.5510249252803)","(1494.396990551624, 531.9728417452792)","(1498.4578519389925, 487.3033664842252)","(1490.3361291642552, 446.69475261053975)","(1474.0926836147812, 408.11656943053856)","(1199.9845399674045, 353.29494070106324)","(1236.5322924537213, 337.05149515158905)","(1279.1713370210912, 330.96020307053624)","(1319.7799508947764, 335.0210644579048)","(1360.388564768462, 347.2036486200104)","(1413.179762804253, 349.23407931369474)","(1431.4536390474113, 337.05149515158905)","(1449.72751529057, 332.99063376422055)","(1465.970960840044, 330.96020307053624)","(1478.1535450021497, 339.08192584527336)","(1390.845025173726, 397.96441596211724)","(1403.0276093358316, 422.3295842863285)","(1417.2406241916215, 446.69475261053975)","(1431.4536390474113, 473.09035162843526)","(1372.5711489305677, 509.63810411475214)","(1394.9058865610946, 513.6989655021207)","(1417.2406241916215, 513.6989655021207)","(1433.4840697410957, 509.63810411475214)","(1447.6970845968856, 501.5163813400151)","(1248.714876615827, 397.96441596211724)","(1275.1104756337224, 387.81226249369587)","(1301.506074651618, 387.81226249369587)","(1323.840812282145, 404.05570804317006)","(1301.506074651618, 410.14700012422287)","(1275.1104756337224, 410.14700012422287)","(1409.1189014168845, 402.02527734948575)","(1427.3927776600428, 387.81226249369587)","(1447.6970845968856, 385.7818318000116)","(1461.9100994526755, 397.96441596211724)","(1449.72751529057, 408.11656943053856)","(1429.4232083537272, 408.11656943053856)","(1344.1451192189877, 592.8857625558073)","(1382.7233023989888, 566.4901635379117)","(1415.2101934979373, 552.2771486821218)","(1427.3927776600428, 556.3380100694905)","(1439.5753618221486, 550.2467179884376)","(1455.8188073716226, 562.4293021505432)","(1455.8188073716226, 582.733609087386)","(1453.7883766779385, 605.068346717913)","(1441.6057925158327, 619.2813615737028)","(1429.4232083537272, 621.3117922673871)","(1413.179762804253, 621.3117922673871)","(1382.7233023989888, 615.2205001863343)","(1358.3581340747776, 590.8553318621231)","(1413.179762804253, 574.6118863126488)","(1425.3623469663587, 572.5814556189646)","(1437.5449311284642, 572.5814556189646)","(1447.6970845968856, 580.7031783937017)","(1439.5753618221486, 584.7640397810702)","(1427.3927776600428, 586.7944704747545)","(1415.2101934979373, 586.7944704747545)"
197,4,0.1334666666666664,0:00:00.133467,0,"(1014.6220747645566, 382.4344743343329)","(1020.475663657429, 444.8727558583056)","(1030.2316451455497, 509.26223367990247)","(1053.6460007170394, 569.749318906251)","(1102.4259081576433, 614.6268337516065)","(1168.7665822768643, 645.8459745135928)","(1239.0096489913335, 665.3579374898343)","(1299.4967342176822, 682.9187041684515)","(1348.2766416582858, 686.8210967636999)","(1379.4957824202722, 667.3091337874583)","(1395.1053528012653, 628.2852078349754)","(1408.7637268846343, 589.2612818824925)","(1420.4709046703792, 548.2861596323854)","(1434.1292787537482, 507.3110373822783)","(1439.9828676466207, 464.3847188345471)","(1430.2268861585, 421.4584002868158)","(1414.6173157775067, 384.385670631957)","(1131.6938526220054, 335.60576319135333)","(1166.81538597924, 316.09380021511186)","(1207.790508229347, 304.386622429367)","(1250.7168267770785, 306.33781872699115)","(1291.6919490271855, 318.044996512736)","(1358.0326231464064, 312.1914076198636)","(1373.6421935273997, 302.4354261317428)","(1391.202960206017, 298.53303353649454)","(1404.8613342893861, 302.4354261317428)","(1412.6661194798826, 314.1426039174877)","(1330.7158749796686, 372.6784928462121)","(1344.3742490630375, 396.0928484177019)","(1358.0326231464064, 417.5560076915675)","(1373.6421935273997, 442.92155956068143)","(1313.155108301051, 483.89668181078855)","(1336.5694638725408, 487.7990744060368)","(1358.0326231464064, 489.750270703661)","(1373.6421935273997, 483.89668181078855)","(1387.3005676107687, 476.09189662029195)","(1192.180937848354, 376.58088544146045)","(1219.497686015092, 370.727296548588)","(1242.9120415865818, 370.727296548588)","(1262.4240045628233, 382.4344743343329)","(1240.9608452889577, 386.33686692958116)","(1217.546489717468, 386.33686692958116)","(1346.3254453606617, 380.4832780367087)","(1363.886212039279, 368.77610025096385)","(1381.4469787178964, 366.8249039533397)","(1393.1541565036412, 372.6784928462121)","(1383.3981750155203, 380.4832780367087)","(1365.837408336903, 382.4344743343329)","(1278.0335749438166, 567.7981226086268)","(1315.1063045986753, 546.3349633347613)","(1348.2766416582858, 532.6765892513922)","(1363.886212039279, 536.5789818466405)","(1375.593389825024, 530.725392953768)","(1391.202960206017, 540.4813744418888)","(1395.1053528012653, 558.0421411205061)","(1389.2517639083928, 577.5541040967476)","(1377.544586122648, 589.2612818824925)","(1361.9350157416548, 591.2124781801166)","(1346.3254453606617, 591.2124781801166)","(1315.1063045986753, 585.3588892872442)","(1293.6431453248097, 565.8469263110027)","(1346.3254453606617, 554.1397485252578)","(1361.9350157416548, 556.090944822882)","(1373.6421935273997, 554.1397485252578)","(1387.3005676107687, 558.0421411205061)","(1375.593389825024, 558.0421411205061)","(1361.9350157416548, 559.9933374181303)","(1348.2766416582858, 559.9933374181303)"
197,5,0.166833333333333,0:00:00.166833,0,"(1138.10942215937, 428.9143717839417)","(1148.7261145302598, 494.73786448345754)","(1165.7128223236832, 558.4380187087954)","(1193.3162224879964, 617.8914959857774)","(1237.9063304457327, 664.6049424176919)","(1295.2364692485369, 698.5783580045387)","(1356.8132849996969, 726.1817581688518)","(1416.266762276679, 743.1684659622753)","(1467.2268856569492, 743.1684659622753)","(1503.323639717974, 721.9350812204959)","(1520.3103475113974, 679.4683117369374)","(1533.050378356465, 632.7548653050229)","(1547.9137476757105, 588.1647573472865)","(1560.6537785207781, 541.451310915372)","(1567.0237939433118, 494.73786448345754)","(1556.407101572422, 448.0244180515431)","(1537.2970553048208, 403.4343100938066)","(1229.412976549021, 369.4608945069597)","(1261.26305366169, 341.85749434264665)","(1303.7298231452487, 326.9941250234011)","(1350.4432695771632, 326.9941250234011)","(1395.0333775348995, 337.6108173942908)","(1462.9802087085934, 337.6108173942908)","(1484.2135934503726, 324.87078654922317)","(1507.5703166663297, 320.6241096008673)","(1528.8037014081092, 324.87078654922317)","(1541.5437322531766, 339.7341558684687)","(1435.3768085442803, 392.8176177229169)","(1448.116839389348, 420.42101788723)","(1462.9802087085934, 448.0244180515431)","(1477.8435780278387, 475.62781821585617)","(1418.3901007508568, 524.4646031219486)","(1441.746823966814, 524.4646031219486)","(1465.1035471827713, 524.4646031219486)","(1484.2135934503726, 520.2179261735927)","(1499.0769627696181, 511.72457227688096)","(1288.8664538260032, 405.55764856798453)","(1316.469853990316, 394.94095619709486)","(1344.0732541546292, 394.94095619709486)","(1371.6766543189424, 407.6809870421624)","(1344.0732541546292, 414.05100246469624)","(1316.469853990316, 416.17434093887414)","(1460.8568702344153, 403.4343100938066)","(1484.2135934503726, 388.57094077456105)","(1505.4469781921518, 388.57094077456105)","(1522.4336859855753, 394.94095619709486)","(1509.6936551405076, 405.55764856798453)","(1486.3369319245505, 405.55764856798453)","(1380.170008215654, 615.7681575115995)","(1422.6367776992126, 588.1647573472865)","(1458.7335317602374, 571.1780495538629)","(1475.7202395536608, 575.4247265022188)","(1488.4602703987284, 566.9313726055071)","(1505.4469781921518, 579.6714034505748)","(1511.8169936146858, 600.904788192354)","(1505.4469781921518, 624.2615114083112)","(1492.7069473470842, 639.1248807275567)","(1475.7202395536608, 643.3715576759126)","(1456.6101932860595, 643.3715576759126)","(1422.6367776992126, 637.0015422533788)","(1397.1567160090774, 613.6448190374216)","(1456.6101932860595, 600.904788192354)","(1473.596901079483, 598.7814497181761)","(1488.4602703987284, 596.6581112439982)","(1501.200301243796, 600.904788192354)","(1490.5836088729063, 598.7814497181761)","(1475.7202395536608, 603.0281266665319)","(1456.6101932860595, 605.1514651407099)"
197,6,0.2001999999999996,0:00:00.200200,0,"(1085.1267508905028, 409.4817927888689)","(1097.4112046741686, 474.998879635088)","(1113.7904763857234, 538.4685575173627)","(1140.406792917, 597.8434174717486)","(1185.4497901237755, 642.8864146785243)","(1244.8246500781615, 675.6449581016337)","(1306.2469189964918, 698.1664567050216)","(1365.6217789508778, 714.5457284165763)","(1414.7595940855422, 716.5931373805206)","(1449.565546472596, 696.1190477410772)","(1465.9448181841508, 655.1708684621902)","(1478.2292719678169, 610.1278712554147)","(1490.513725751483, 565.0848740486391)","(1502.798179535149, 522.0892858058079)","(1510.9878153909262, 477.0462885990323)","(1502.798179535149, 427.90847346436806)","(1484.3714988596498, 384.9128852215368)","(1173.1653363401094, 354.2017507623716)","(1203.8764707992746, 325.5380252671508)","(1246.8720590421058, 311.2061625195404)","(1291.9150562488815, 309.15875355559604)","(1336.9580534556571, 321.44320733926213)","(1404.5225492658203, 319.3957983753178)","(1427.0440478692083, 307.1113445916517)","(1449.565546472596, 303.016526663763)","(1472.0870450759837, 307.1113445916517)","(1484.3714988596498, 323.4906163032065)","(1377.906232734544, 374.6758404018151)","(1390.19068651821, 401.2921569330916)","(1404.5225492658203, 427.90847346436806)","(1418.8544120134309, 454.5247899956445)","(1361.526961022989, 499.5677872024201)","(1386.0958685903213, 501.61519616636446)","(1408.617367193709, 501.61519616636446)","(1427.0440478692083, 495.4729692745314)","(1441.3759106168186, 489.33074238269836)","(1232.5401962944954, 386.96029418548113)","(1259.1565128257719, 376.7232493657594)","(1285.7728293570485, 374.6758404018151)","(1314.4365548522692, 386.96029418548113)","(1289.8676472849372, 395.14993004125853)","(1261.2039217897163, 397.1973390052029)","(1404.5225492658203, 384.9128852215368)","(1424.9966389052638, 370.5810224739264)","(1447.5181375086518, 368.53361350998205)","(1463.8974092202063, 376.7232493657594)","(1451.6129554365405, 386.96029418548113)","(1429.0914568331525, 386.96029418548113)","(1324.673599671991, 589.6537816159713)","(1363.5743699869336, 563.0374650846948)","(1398.3803223739874, 546.65819337314)","(1416.8070030494864, 552.800420264973)","(1431.138865797097, 544.6107844091957)","(1449.565546472596, 554.8478292289174)","(1457.7551823283734, 575.3219188683609)","(1451.6129554365405, 597.8434174717486)","(1437.28109268893, 610.1278712554147)","(1418.8544120134309, 614.2226891833034)","(1398.3803223739874, 616.2700981472477)","(1365.6217789508778, 608.0804622914703)","(1341.0528713835458, 587.606372652027)","(1396.3329134100431, 575.3219188683609)","(1414.7595940855422, 575.3219188683609)","(1431.138865797097, 571.2271009404722)","(1447.5181375086518, 573.2745099044165)","(1433.1862747610412, 575.3219188683609)","(1416.8070030494864, 579.4167367962496)","(1398.3803223739874, 577.3693278323052)"
197,7,0.2335666666666662,0:00:00.233567,0,"(1104.9663733287448, 417.4778966899957)","(1117.4284000956104, 481.8650349854677)","(1134.0444357847646, 546.2521732809397)","(1161.0454937796399, 604.4082981929789)","(1204.6625874636693, 650.1023963381525)","(1264.8957168368527, 683.3344677164606)","(1325.1288462100363, 708.2585212501917)","(1383.2849711220754, 724.8745569393458)","(1433.1330781895376, 724.8745569393458)","(1468.44215402899, 706.1815167890475)","(1487.1351941792882, 662.5644231050181)","(1499.5972209461538, 616.8703249598444)","(1512.0592477130194, 571.1762268146707)","(1526.598278941029, 525.4821286694971)","(1532.829292324462, 479.78803052432346)","(1522.4442700187406, 432.01692791800554)","(1503.7512298684424, 386.3228297728319)","(1190.1235562356594, 357.2447673168123)","(1221.2786231528232, 330.24370932193693)","(1264.8957168368527, 313.62767363278283)","(1308.512810520882, 313.62767363278283)","(1352.1299042049116, 324.0126959385041)","(1422.7480558838163, 321.9356914773599)","(1445.595104956403, 309.47366471049435)","(1468.44215402899, 305.3196557882058)","(1491.2892031015767, 309.47366471049435)","(1505.8282343295866, 326.0897003996484)","(1395.746997888941, 378.01481192825486)","(1408.2090246558064, 405.0158699231302)","(1420.671051422672, 432.01692791800554)","(1435.210082650682, 461.09499037402514)","(1377.0539577386426, 504.71208405805453)","(1401.9780112723736, 506.7890885191988)","(1426.9020648061048, 506.7890885191988)","(1445.595104956403, 502.63507959691026)","(1460.134136184413, 494.32706175233324)","(1250.356685608843, 392.55384315626463)","(1277.3577436037183, 382.16882085054334)","(1304.3588015985936, 380.09181638939907)","(1333.4368640546131, 392.55384315626463)","(1306.4358060597378, 398.7848565396974)","(1277.3577436037183, 402.9388654619859)","(1422.7480558838163, 388.3998342339761)","(1445.595104956403, 373.8608030059663)","(1468.44215402899, 371.78379854482205)","(1485.058189718144, 380.09181638939907)","(1470.5191584901343, 390.47683869512036)","(1447.6721094175473, 390.47683869512036)","(1343.8218863603345, 598.1772848095461)","(1383.2849711220754, 571.1762268146707)","(1418.5940469615277, 554.5601911255167)","(1437.2870871118262, 558.7142000478052)","(1451.8261183398358, 550.4061822032282)","(1470.5191584901343, 562.8682089700937)","(1480.9041807958554, 581.5612491203921)","(1470.5191584901343, 604.4082981929789)","(1458.0571317232686, 618.9473294209887)","(1439.3640915729702, 623.1013383432772)","(1418.5940469615277, 623.1013383432772)","(1385.3619755832196, 616.8703249598444)","(1358.3609175883444, 594.0232758872576)","(1416.5170425003835, 583.6382535815363)","(1435.210082650682, 581.5612491203921)","(1451.8261183398358, 579.4842446592478)","(1468.44215402899, 581.5612491203921)","(1453.90312280098, 581.5612491203921)","(1437.2870871118262, 585.7152580426806)","(1418.5940469615277, 585.7152580426806)"
197,8,0.2669333333333328,0:00:00.266933,0,"(1029.5532947937124, 393.2458841918403)","(1041.409954618592, 456.4814032578648)","(1057.2188343850983, 515.7647023822628)","(1082.9082640056706, 571.0957815650344)","(1126.3826833635626, 616.5463108937395)","(1183.6898725171473, 648.1640704267518)","(1244.9492816123586, 669.9012801056978)","(1304.2325807367567, 687.6862698430172)","(1357.587549948715, 687.6862698430172)","(1393.1575294233537, 669.9012801056978)","(1412.9186291314863, 632.3551906602456)","(1426.7513989271793, 588.8807713023538)","(1438.608058752059, 543.4302419736487)","(1450.4647185769384, 499.95582261575674)","(1454.416938518565, 456.4814032578648)","(1446.5124986353119, 409.0547639583464)","(1428.7275088979925, 367.5564545712678)","(1120.4543534511229, 337.91480500906874)","(1150.0960030133217, 312.2253753884963)","(1193.5704223712137, 296.4164956219901)","(1239.020951699919, 296.4164956219901)","(1282.4953710578106, 306.2970454760565)","(1345.7308901238353, 306.2970454760565)","(1367.4680998027811, 292.46427568036364)","(1393.1575294233537, 288.5120557387371)","(1414.8947391022996, 292.46427568036364)","(1428.7275088979925, 308.27315544686974)","(1322.0175704740761, 357.67590471720143)","(1333.8742302989556, 383.3653343377739)","(1347.7070000946485, 409.0547639583464)","(1361.5397698903414, 434.7441935789189)","(1302.2564707659433, 478.21861293681076)","(1327.9459003865159, 480.19472290762405)","(1351.659220036275, 480.19472290762405)","(1369.4442097735946, 474.2663929951842)","(1385.2530895401005, 466.36195311193114)","(1177.7615426047075, 371.50867451289434)","(1203.45097222528, 361.62812465882797)","(1227.1642918750392, 359.65201468801473)","(1254.829831466425, 369.53256454208105)","(1231.1165118166657, 377.4370044253341)","(1203.45097222528, 379.41311439614736)","(1349.6831100654617, 365.5803446004545)","(1369.4442097735946, 351.74757480476165)","(1391.1814194525405, 349.77146483394836)","(1406.9902992190466, 357.67590471720143)","(1393.1575294233537, 367.5564545712678)","(1371.4203197444078, 369.53256454208105)","(1266.6864912913045, 567.1435616234078)","(1306.20869070757, 539.4780220320221)","(1339.8025602113955, 523.6691422655159)","(1357.587549948715, 527.6213622071425)","(1371.4203197444078, 519.7169223238894)","(1391.1814194525405, 529.5974721779558)","(1401.0619693066067, 549.3585718860884)","(1393.1575294233537, 573.0718915358476)","(1377.3486496568476, 586.9046613315405)","(1361.5397698903414, 590.856881273167)","(1341.7786701822088, 590.856881273167)","(1308.1848006783832, 584.9285513607273)","(1282.4953710578106, 565.1674516525945)","(1339.8025602113955, 549.3585718860884)","(1357.587549948715, 549.3585718860884)","(1371.4203197444078, 547.3824619152751)","(1389.2053094817272, 549.3585718860884)","(1375.3725396860343, 553.310791827715)","(1359.5636599195282, 557.2630117693415)","(1341.7786701822088, 557.2630117693415)"
197,9,0.3002999999999994,0:00:00.300300,0,"(1010.3471153433628, 388.1449342728363)","(1024.0004547398946, 448.6097230289063)","(1041.5547482497216, 507.1240347283288)","(1068.8614270427854, 561.7373923144565)","(1111.7719222890285, 604.6478875606997)","(1168.3357569318036, 635.8555204670585)","(1226.8500686312261, 659.2612451468275)","(1285.3643803306488, 678.7660157133016)","(1338.027260860129, 678.7660157133016)","(1373.1358478797827, 659.2612451468275)","(1394.5910955029042, 616.3507499005842)","(1410.1949119560836, 573.4402546543411)","(1421.897774295968, 528.5792823514504)","(1433.6006366358527, 483.7183100485598)","(1437.5015907491475, 438.85733774566916)","(1427.7492054659103, 390.0954113294837)","(1408.244434899436, 347.18491608324047)","(1090.316674665907, 337.4325308000034)","(1119.5738305156183, 308.1753749502921)","(1160.533848705214, 290.62108144046533)","(1207.3452980647521, 286.72012732717053)","(1252.2062703676427, 296.4725126104076)","(1314.62153618036, 292.5715584971128)","(1338.027260860129, 278.9182191005808)","(1365.3339396531928, 276.9677420439334)","(1390.6901413896094, 280.86869615722827)","(1404.3434807861413, 300.37346672370245)","(1293.1662885572384, 347.18491608324047)","(1304.869150897123, 374.49159487630436)","(1318.522490293655, 399.8477966127208)","(1332.175829690187, 425.20399834913724)","(1275.6119950474117, 468.11449359538045)","(1300.968196783828, 470.06497065202785)","(1326.3243985202446, 470.06497065202785)","(1343.8786920300713, 464.2135394820856)","(1359.4825084832507, 454.4611541988485)","(1152.7319404786242, 366.68968664971464)","(1178.0881422150408, 354.9868243098302)","(1203.444343951457, 353.0363472531827)","(1230.7510227445212, 362.78873253641984)","(1205.3948210081046, 370.5906407630095)","(1180.0386192716883, 372.5411178196569)","(1322.4234444069498, 354.9868243098302)","(1343.8786920300713, 343.28396196994566)","(1365.3339396531928, 339.3830078566508)","(1382.8882331630198, 347.18491608324047)","(1369.2348937664879, 356.9373013664776)","(1345.8291690867188, 358.887778423125)","(1240.503408027758, 551.9850070312194)","(1279.5129491607065, 528.5792823514504)","(1312.6710591237127, 514.9259429549185)","(1332.175829690187, 518.8268970682133)","(1347.779646143366, 511.0249888416236)","(1365.3339396531928, 518.8268970682133)","(1378.9872790497247, 534.4307135213927)","(1369.2348937664879, 555.8859611445142)","(1353.6310773133084, 571.4897775976937)","(1336.0767838034817, 577.3412087676359)","(1314.62153618036, 577.3412087676359)","(1281.463426217354, 571.4897775976937)","(1256.1072244809375, 551.9850070312194)","(1312.6710591237127, 540.2821446913349)","(1332.175829690187, 540.2821446913349)","(1347.779646143366, 536.3811905780401)","(1367.2844167098403, 534.4307135213927)","(1349.7301232000136, 536.3811905780401)","(1334.1263067468342, 542.2326217479823)","(1314.62153618036, 542.2326217479823)"
