,video_id,frame_seq,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,57,0,0.0,2.0,96.08329719571452,10.04987562112089,11.04536101718726,28.0178514522438,28.0178514522438,23.021728866442675,46.09772228646444,35.05709628591621,34.0,32.0,36.0,11.0,12.0,1.0,2.0,15.033296378372908,15.033296378372908,15.0,42.0,38.0,39.01281840626232,"{'others': ['m1', 'm3', 'm12', 'e1', 'e2']}"
1,57,1,0.0333666666666666,5.0990195135927845,95.13148795220224,10.0,13.038404810405298,28.0178514522438,29.068883707497267,23.08679276123039,51.15662224971465,38.11823710509184,35.5,33.0,38.0,12.5,15.5,0.5,3.5,15.033296378372908,14.0356688476182,14.0,43.0,38.0,39.05124837953327,"{'others': ['m1', 'm3', 'm12', 'e1', 'e2']}"
2,57,2,0.0667333333333332,3.0,94.0850678907126,10.04987562112089,12.041594578792296,28.0178514522438,28.0178514522438,26.0,51.03920062069938,39.01281840626232,37.5,34.0,38.0,10.0,15.0,1.0,1.0,15.033296378372908,14.0,14.0,42.0,38.0,39.01281840626232,"{'others': ['m1', 'm3', 'm12', 'e1', 'e2']}"
3,57,3,0.1000999999999998,7.0,99.04544411531506,9.055385138137416,13.038404810405298,28.0178514522438,30.0,28.0178514522438,57.07889277132134,44.04543109109048,40.5,36.0,39.0,9.5,19.5,5.5,1.5,14.0356688476182,15.033296378372908,14.5,41.0,37.0,39.05124837953327,"{'others': ['m1', 'm3', 'm12', 'e1', 'e2']}"
4,57,4,0.1334666666666664,3.0,96.13012014972206,10.0,13.038404810405298,26.019223662515376,28.0713376952364,26.019223662515376,52.03844732503075,39.01281840626232,37.5,34.0,39.0,10.5,15.5,0.5,1.5,15.033296378372908,15.0,15.0,41.0,37.0,36.013886210738214,"{'others': ['m1', 'm3', 'm12', 'e1', 'e2']}"
5,57,5,0.166833333333333,2.0,97.12878049270464,10.0,11.0,28.0178514522438,29.017236257093817,26.019223662515376,49.01020301937138,38.01315561749642,37.0,34.0,39.0,10.5,12.5,0.5,0.5,16.0312195418814,15.033296378372908,15.5,41.0,37.0,39.05124837953327,"{'others': ['m1', 'm3', 'm12', 'e1', 'e2']}"
6,57,6,0.2001999999999996,2.0,99.08077512817508,10.0,10.0,29.017236257093817,29.017236257093817,24.020824298928627,46.01086828130936,36.013886210738214,35.0,34.0,38.0,12.0,10.0,2.0,2.0,16.0312195418814,15.0,15.0,41.0,38.0,39.01281840626232,"{'others': ['m1', 'm3', 'm12', 'e1', 'e2']}"
7,57,7,0.2335666666666662,1.4142135623730951,95.08417323613853,11.0,11.0,27.018512172212592,28.0713376952364,24.0,47.01063709417264,36.013886210738214,35.5,34.0,38.0,12.0,11.0,2.0,2.0,14.0356688476182,15.0,15.0,41.0,39.0,38.01315561749642,"{'others': ['m1', 'm3', 'm12', 'e1', 'e2']}"
8,57,8,0.2669333333333328,2.0,95.0473566176356,10.0,10.0,27.0,28.0178514522438,25.0,47.0,37.0,36.0,35.0,38.0,11.5,10.5,1.5,2.5,15.033296378372908,15.0,15.0,41.0,38.0,39.01281840626232,"{'others': ['m1', 'm3', 'm12', 'e1', 'e2']}"
9,57,9,0.3002999999999994,1.0,94.02127418834527,11.04536101718726,11.0,27.0,28.0,28.0178514522438,51.0,40.0,39.5,37.0,39.0,10.0,13.0,0.0,1.0,14.0356688476182,14.0,14.5,41.0,39.0,37.05401462729781,"{'others': ['m1', 'm3', 'm12', 'e1', 'e2']}"
