,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,249,1.0,28.16025568065745,4.123105625617661,6.0,8.06225774829855,9.055385138137416,7.0,18.027756377319943,12.041594578792296,11.5,11.0,14.0,5.5,5.5,1.5,1.5,1.0,2.23606797749979,2.0,13.0,7.0,12.16552506059644,{}
1,250,1.0,26.0768096208106,4.123105625617661,5.0,8.06225774829855,9.055385138137416,6.082762530298219,16.1245154965971,11.180339887498947,10.5,11.0,13.0,6.0,4.0,2.0,2.0,2.0,2.23606797749979,2.0,14.0,8.0,11.180339887498947,{}
2,251,1.0,28.16025568065745,4.123105625617661,6.0,8.06225774829855,9.055385138137416,7.0,18.027756377319943,12.041594578792296,11.5,11.0,14.0,5.5,5.5,1.5,1.5,2.0,2.23606797749979,2.0,13.0,7.0,12.36931687685298,{}
3,252,3.0,26.30589287593181,3.1622776601683795,5.0,7.280109889280518,9.055385138137416,8.06225774829855,19.1049731745428,14.142135623730953,12.5,12.0,16.0,6.0,5.0,1.0,2.0,1.0,2.0,1.5,13.0,8.0,11.04536101718726,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
4,253,3.1622776601683795,27.16615541441225,4.0,6.0,8.06225774829855,8.06225774829855,7.071067811865476,20.09975124224178,14.142135623730953,12.5,12.0,15.0,6.5,6.5,0.5,2.5,2.0,2.0,2.0,13.0,8.0,12.16552506059644,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
5,254,2.0,26.0768096208106,4.0,6.082762530298219,8.06225774829855,9.055385138137416,7.071067811865476,19.1049731745428,13.038404810405298,12.0,12.0,14.0,6.0,6.0,1.0,2.0,2.0,1.4142135623730951,1.5,12.0,8.0,12.16552506059644,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
6,255,2.0,27.16615541441225,4.0,6.0,8.06225774829855,9.055385138137416,7.071067811865476,19.026297590440446,13.038404810405298,12.0,12.0,15.0,6.5,5.5,0.5,2.5,1.0,2.0,2.0,13.0,8.0,12.16552506059644,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
7,256,2.23606797749979,26.30589287593181,3.0,5.0,7.071067811865476,8.06225774829855,8.0,18.027756377319943,13.038404810405298,12.0,11.0,15.0,5.0,5.0,1.0,2.0,1.0,1.0,1.5,12.0,8.0,13.152946437965904,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
8,257,2.23606797749979,26.30589287593181,3.0,5.0,7.071067811865476,8.06225774829855,8.0,18.027756377319943,13.038404810405298,12.0,11.0,15.0,5.0,5.0,1.0,2.0,1.0,1.0,1.5,12.0,8.0,13.152946437965904,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
9,258,1.0,27.073972741361768,3.0,6.082762530298219,7.071067811865476,8.06225774829855,8.06225774829855,18.110770276274835,12.041594578792296,11.5,12.0,14.0,5.0,5.0,2.0,2.0,2.0,2.23606797749979,2.0,13.0,8.0,13.152946437965904,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
