,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,0,1.0,106.30145812734648,12.041594578792296,14.0356688476182,27.073972741361768,28.0713376952364,18.027756377319943,43.10452412450461,29.068883707497267,29.5,19.0,27.0,5.0,20.0,4.0,7.0,10.198039027185567,10.04987562112089,10.5,41.0,30.0,46.17358552246078,{}
1,1,1.0,102.39628899525609,12.041594578792296,15.132745950421556,26.1725046566048,28.0713376952364,17.11724276862369,43.28972164382672,28.16025568065745,28.5,19.0,28.0,6.5,19.5,2.5,5.5,9.219544457292889,10.04987562112089,10.0,43.0,30.0,44.28317965096906,{}
2,2,1.4142135623730951,103.39245620450264,11.04536101718726,14.0356688476182,26.0768096208106,28.0713376952364,18.027756377319943,42.190046219457976,28.16025568065745,28.5,18.0,27.0,4.5,19.5,3.5,6.5,10.198039027185567,10.04987562112089,10.0,41.0,29.0,43.10452412450461,{}
3,3,0.0,102.39628899525609,10.04987562112089,14.142135623730953,25.179356624028344,27.16615541441225,18.110770276274835,42.2965719651132,28.16025568065745,28.0,18.0,27.0,4.5,19.5,2.5,6.5,9.219544457292889,9.219544457292889,9.0,41.0,29.0,46.2709412050371,{}
4,4,1.0,101.49384217774002,11.0,14.142135623730953,25.179356624028344,27.16615541441225,17.11724276862369,42.2965719651132,28.16025568065745,28.0,17.0,27.0,5.0,20.0,4.0,6.0,8.246211251235321,10.198039027185567,9.5,42.0,29.0,46.2709412050371,{}
5,5,1.4142135623730951,101.40019723846694,11.0,14.142135623730953,25.179356624028344,27.073972741361768,17.11724276862369,41.30375285612676,27.16615541441225,27.5,17.0,26.0,4.5,19.5,3.5,6.5,9.486832980505138,9.055385138137416,9.5,42.0,29.0,46.2709412050371,{}
6,6,3.1622776601683795,102.39628899525609,11.04536101718726,15.033296378372908,25.179356624028344,26.0768096208106,18.110770276274835,41.30375285612676,26.30589287593181,27.5,17.0,26.0,3.5,19.5,3.5,7.5,10.198039027185567,9.055385138137416,9.0,41.0,30.0,45.27692569068709,{}
7,7,1.0,100.31948963187564,10.0,14.0356688476182,25.079872407968907,26.0768096208106,17.029386365926403,41.10960958218893,27.073972741361768,27.0,17.0,25.0,4.0,20.0,4.0,7.0,9.219544457292889,10.04987562112089,10.0,42.0,30.0,43.18564576337837,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
8,8,0.0,100.31948963187564,10.04987562112089,13.038404810405298,25.079872407968907,26.0768096208106,18.027756377319943,41.10960958218893,28.0713376952364,28.0,18.0,26.0,4.0,19.0,4.0,6.0,9.219544457292889,9.0,9.0,41.0,29.0,42.190046219457976,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
9,9,1.4142135623730951,100.31948963187564,10.0,13.038404810405298,25.079872407968907,26.0768096208106,18.110770276274835,40.19950248448356,27.16615541441225,27.5,18.0,26.0,4.0,18.0,4.0,6.0,10.198039027185567,9.055385138137416,9.0,40.0,29.0,44.181444068749045,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
