,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,205,4.123105625617661,29.154759474226502,4.123105625617661,6.0,8.06225774829855,8.06225774829855,6.082762530298219,20.223748416156685,14.317821063276353,12.0,14.0,11.0,6.5,7.5,0.5,3.5,4.123105625617661,4.0,4.0,9.0,11.0,10.0
1,206,3.1622776601683795,28.160255680657446,3.0,6.082762530298219,8.06225774829855,9.055385138137417,6.082762530298219,18.24828759089466,12.165525060596439,10.5,13.0,10.0,5.5,6.5,0.5,3.5,5.0,4.123105625617661,4.5,8.0,11.0,11.045361017187261
2,207,2.0,27.073972741361768,3.0,6.082762530298219,7.0,8.0,6.324555320336759,17.26267650163207,11.180339887498949,10.0,12.0,10.0,5.0,6.0,0.0,2.0,4.0,4.0,4.0,9.0,10.0,10.0
3,208,2.0,28.071337695236398,3.0,5.0990195135927845,8.06225774829855,8.0,6.324555320336759,16.278820596099706,11.180339887498949,10.0,11.0,9.0,4.0,6.0,0.0,2.0,3.0,3.0,3.0,8.0,8.0,8.06225774829855
4,209,2.0,26.076809620810597,3.0,5.0,7.0,8.0,5.385164807134504,15.132745950421556,10.198039027185569,9.0,10.0,8.0,4.0,6.0,1.0,1.0,3.1622776601683795,3.0,3.5,9.0,9.0,8.06225774829855
5,210,3.0,25.019992006393608,3.0,4.123105625617661,7.0,7.0,5.385164807134504,15.297058540778355,11.180339887498949,9.5,10.0,9.0,4.5,5.5,0.5,1.5,3.1622776601683795,3.0,3.0,8.0,8.0,7.0710678118654755
6,211,1.0,24.08318915758459,3.0,5.0990195135927845,6.082762530298219,7.0710678118654755,6.324555320336759,15.297058540778355,10.198039027185569,9.5,11.0,9.0,4.0,5.0,0.0,2.0,3.1622776601683795,2.0,2.0,7.0,8.0,7.0
7,212,2.0,23.08679276123039,3.0,5.0,7.0,7.0,5.385164807134504,15.132745950421556,10.198039027185569,9.0,11.0,9.0,5.0,5.0,0.0,2.0,2.23606797749979,3.0,3.0,7.0,8.0,7.0710678118654755
8,213,1.0,23.021728866442675,3.0,5.0,6.082762530298219,7.0,4.47213595499958,13.152946437965905,8.246211251235321,7.5,9.0,8.0,4.5,4.5,0.5,2.5,3.0,3.0,2.5,7.0,7.0,7.0710678118654755
9,214,2.0,23.08679276123039,2.23606797749979,4.0,7.0,6.0,5.0990195135927845,13.152946437965905,9.219544457292887,8.0,10.0,8.0,4.0,4.0,1.0,2.0,4.0,3.0,3.5,6.0,7.0,7.0
10,215,1.0,22.02271554554524,3.0,4.0,6.082762530298219,6.0,4.47213595499958,12.165525060596439,8.246211251235321,7.5,9.0,8.0,4.5,3.5,0.5,2.5,3.0,3.0,3.0,7.0,7.0,7.0
11,216,1.0,21.02379604162864,2.0,5.0990195135927845,6.0,7.0710678118654755,4.123105625617661,12.165525060596439,7.0710678118654755,6.5,8.0,7.0,3.5,4.5,0.5,1.5,3.0,3.1622776601683795,3.0,7.0,7.0,7.0
12,217,2.23606797749979,20.024984394500787,3.0,4.0,6.0,6.0,3.1622776601683795,12.165525060596439,8.246211251235321,7.0,9.0,8.0,5.5,3.5,0.5,2.5,3.0,3.0,3.0,6.0,7.0,6.0
13,218,1.0,20.024984394500787,2.0,4.0,6.082762530298219,6.082762530298219,5.385164807134504,12.165525060596439,8.246211251235321,7.5,9.0,8.0,3.5,3.5,0.5,2.5,2.0,2.0,2.0,6.0,7.0,7.0710678118654755
