,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3
0,37,0.0,60.03332407921454,7.0,10.0,15.033296378372908,16.0312195418814,12.041594578792296,29.017236257093817,19.026297590440446,19.0,17.0,15.0,4.0,13.0,3.0,2.0,5.0,6.0,5.5,28.0,28.0,32.0
1,38,0.0,59.033888572581766,7.0,10.04987562112089,15.033296378372908,15.033296378372908,13.038404810405298,30.066592756745816,20.024984394500787,20.0,18.0,16.0,4.0,13.0,3.0,2.0,5.0,5.0,5.0,28.0,28.0,32.0
2,39,1.0,60.03332407921454,7.0,10.0,15.033296378372908,16.0,12.165525060596439,30.066592756745816,20.09975124224178,19.5,17.0,15.0,4.0,14.0,3.0,2.0,5.0,5.0990195135927845,5.5,28.0,28.0,32.0
3,40,1.0,61.032778078668514,7.0,10.0,16.0,16.0312195418814,13.038404810405298,30.066592756745816,20.09975124224178,20.0,18.0,16.0,4.0,13.0,3.0,2.0,6.0,5.0,5.0,29.0,28.0,31.016124838541646
4,41,0.0,59.00847396772772,8.0,12.0,16.0312195418814,17.0,13.038404810405298,33.015148038438355,21.02379604162864,21.0,18.0,17.0,4.5,15.5,2.5,1.5,5.0,5.0,5.5,27.0,27.0,32.01562118716424
5,42,8.0,60.03332407921454,6.0,11.0,16.0312195418814,17.0,12.165525060596439,37.05401462729781,26.076809620810597,22.0,20.0,18.0,7.0,18.0,6.0,2.0,6.0,5.0,5.5,27.0,27.0,32.0
6,43,7.0,59.033888572581766,7.0,12.0,16.0312195418814,18.0,11.180339887498949,37.05401462729781,25.079872407968907,21.5,20.0,18.0,8.0,18.0,6.0,2.0,6.0,5.0,5.5,27.0,27.0,32.0
7,44,8.0,59.00847396772772,7.0710678118654755,12.0,17.0,18.0,12.041594578792296,39.05124837953327,27.073972741361768,23.0,21.0,20.0,8.5,18.5,6.5,2.5,7.0,7.0710678118654755,7.5,27.0,27.0,32.0
8,45,10.0,59.033888572581766,7.0710678118654755,11.0,15.033296378372908,18.027756377319946,12.041594578792296,40.049968789001575,29.068883707497267,24.0,22.0,20.0,9.0,19.0,7.0,3.0,8.0,8.06225774829855,8.0,28.0,27.0,32.0
9,46,9.0,61.032778078668514,8.06225774829855,12.0,17.0,18.027756377319946,11.045361017187261,40.049968789001575,28.071337695236398,23.5,22.0,20.0,10.0,19.0,7.0,3.0,9.0,8.06225774829855,8.0,27.0,27.0,32.0
10,47,9.0,60.03332407921454,8.06225774829855,12.0,17.0,18.027756377319946,11.045361017187261,40.049968789001575,28.071337695236398,23.5,22.0,20.0,10.0,19.0,6.0,3.0,8.06225774829855,8.06225774829855,8.0,27.0,27.0,32.0
11,48,10.04987562112089,61.00819617067857,7.0,12.041594578792296,16.0312195418814,17.029386365926403,12.041594578792296,41.012193308819754,29.068883707497267,24.0,21.0,20.0,8.5,20.5,7.5,2.5,9.055385138137417,8.0,8.0,27.0,27.0,32.0
12,49,11.0,63.00793600809346,7.0,11.0,17.029386365926403,18.0,12.165525060596439,41.048751503547585,30.066592756745816,24.5,21.0,20.0,8.5,20.5,8.5,2.5,9.0,9.0,8.5,27.0,28.0,32.01562118716424
13,50,10.04987562112089,62.00806399170998,8.0,12.0,18.0,19.0,11.40175425099138,41.048751503547585,29.068883707497267,24.0,21.0,20.0,9.5,20.5,7.5,2.5,9.0,8.06225774829855,8.0,27.0,27.0,33.0
14,51,11.0,63.00793600809346,7.0,12.041594578792296,16.0312195418814,18.0,12.165525060596439,42.01190307520001,30.066592756745816,24.5,20.0,19.0,7.5,22.5,9.5,1.5,9.055385138137417,8.06225774829855,8.5,27.0,28.0,32.0
15,52,8.06225774829855,63.0,7.0,12.0,17.029386365926403,19.0,12.165525060596439,39.01281840626232,27.018512172212592,23.0,19.0,19.0,7.0,20.0,7.0,1.0,9.0,8.06225774829855,8.5,27.0,27.0,32.0
16,53,6.0,61.00819617067857,8.0,12.041594578792296,17.0,17.0,11.180339887498949,37.013511046643494,25.079872407968907,22.0,17.0,18.0,6.5,19.5,6.5,0.5,9.055385138137417,9.055385138137417,9.5,27.0,28.0,32.0
17,54,2.0,58.008620049092706,7.0,12.041594578792296,16.0,17.0,14.142135623730951,35.014282800023196,23.08679276123039,22.0,19.0,18.0,4.5,16.5,3.5,1.5,9.055385138137417,8.0,8.5,27.0,28.0,32.0
18,55,2.23606797749979,58.0,7.0,12.0,16.0,17.0,14.142135623730951,35.014282800023196,23.021728866442675,22.0,19.0,19.0,5.0,16.0,3.0,1.0,10.04987562112089,9.055385138137417,9.0,27.0,28.0,32.0
