,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,0,1.0,30.01666203960727,3.0,5.0990195135927845,8.0,8.0,6.0,15.033296378372908,10.0,9.5,7.0,8.0,1.5,7.5,1.5,1.5,4.123105625617661,3.0,3.0,15.0,12.0,15.033296378372908,{}
1,1,1.4142135623730951,30.01666203960727,3.0,5.0,7.071067811865476,8.06225774829855,6.0,15.033296378372908,10.04987562112089,9.5,7.0,8.0,1.5,7.5,1.5,1.5,4.123105625617661,4.0,4.0,15.0,11.0,14.142135623730953,{}
2,2,1.0,29.017236257093817,3.0,5.0990195135927845,8.0,7.071067811865476,6.0,15.033296378372908,10.0,9.5,7.0,8.0,1.5,7.5,1.5,1.5,3.1622776601683795,3.0,3.0,15.0,12.0,14.142135623730953,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
3,3,0.0,29.017236257093817,3.0,6.082762530298219,8.06225774829855,8.0,6.0,15.033296378372908,9.0,9.0,7.0,8.0,1.5,7.5,1.5,1.5,4.123105625617661,4.0,4.0,15.0,12.0,14.0356688476182,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
4,4,0.0,30.066592756745816,3.0,5.0990195135927845,8.0,7.0,6.0,14.0356688476182,9.0,9.0,6.0,8.0,1.0,7.0,2.0,1.0,4.123105625617661,4.123105625617661,4.0,15.0,12.0,14.0356688476182,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
5,5,1.0,30.01666203960727,3.0,6.0,8.06225774829855,8.0,6.0,15.033296378372908,9.055385138137416,9.0,7.0,8.0,1.5,7.5,1.5,1.5,4.123105625617661,4.0,4.0,14.0,12.0,14.0356688476182,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
6,6,1.0,30.01666203960727,2.23606797749979,5.0,7.0,8.06225774829855,7.0,15.033296378372908,10.04987562112089,9.5,7.0,8.0,0.5,7.5,1.5,1.5,4.0,4.123105625617661,4.0,15.0,12.0,13.038404810405298,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
7,7,1.0,29.017236257093817,2.23606797749979,5.0,7.0,8.06225774829855,7.0,15.033296378372908,10.04987562112089,9.5,7.0,8.0,0.5,7.5,1.5,1.5,4.123105625617661,4.123105625617661,4.0,15.0,12.0,14.0356688476182,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
8,8,0.0,29.017236257093817,3.0,5.0,7.0,8.0,6.082762530298219,14.0356688476182,9.055385138137416,9.0,6.0,7.0,0.5,7.5,1.5,1.5,3.1622776601683795,3.0,3.0,14.0,12.0,14.142135623730953,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
9,9,0.0,29.017236257093817,3.0,5.0,7.0,7.071067811865476,6.082762530298219,14.0356688476182,9.055385138137416,9.0,6.0,7.0,0.5,7.5,1.5,1.5,3.1622776601683795,3.0,3.0,14.0,11.0,14.0356688476182,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
