,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,311,7.071067811865476,39.01281840626232,4.0,6.0,10.0,12.0,11.04536101718726,28.0713376952364,22.09072203437452,18.5,17.0,16.0,5.5,11.5,4.5,1.5,2.0,2.0,2.0,19.0,19.0,17.029386365926403,{}
1,312,6.082762530298219,40.01249804748511,5.0,7.0,10.0,11.04536101718726,11.04536101718726,29.068883707497267,22.09072203437452,19.0,17.0,16.0,5.5,12.5,5.5,0.5,2.23606797749979,2.23606797749979,2.0,20.0,18.0,17.029386365926403,{}
2,313,5.0,38.01315561749642,5.0,7.0,10.04987562112089,12.041594578792296,11.04536101718726,28.0178514522438,21.02379604162864,18.5,17.0,16.0,5.5,11.5,4.5,1.5,1.0,2.0,1.5,21.0,20.0,19.026297590440446,{}
3,314,6.082762530298219,38.05259518088089,5.0,7.0,11.0,11.04536101718726,11.04536101718726,29.068883707497267,22.09072203437452,19.0,18.0,16.0,6.0,12.0,5.0,1.0,1.4142135623730951,2.0,1.5,20.0,19.0,19.026297590440446,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
4,315,6.082762530298219,38.01315561749642,5.0,8.0,10.0,12.041594578792296,10.04987562112089,29.068883707497267,21.095023109728988,18.0,16.0,15.0,5.5,13.5,5.5,0.5,1.0,2.0,2.0,20.0,20.0,19.026297590440446,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
5,316,7.0,38.05259518088089,4.0,8.0,10.04987562112089,12.041594578792296,12.041594578792296,31.016124838541646,23.021728866442675,19.5,18.0,16.0,5.0,14.0,6.0,2.0,2.0,2.0,2.0,20.0,19.0,20.024984394500787,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
6,317,5.0,39.05124837953327,5.0,8.0,10.0,11.04536101718726,11.04536101718726,29.017236257093817,21.02379604162864,18.5,17.0,15.0,5.0,13.0,5.0,1.0,2.0,1.0,1.5,20.0,19.0,19.026297590440446,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
7,318,5.0,39.05124837953327,5.0,8.0,11.04536101718726,12.041594578792296,10.04987562112089,28.0178514522438,20.024984394500787,17.5,17.0,15.0,6.0,12.0,4.0,2.0,2.0,2.0,2.0,20.0,18.0,18.110770276274835,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
8,319,5.0,39.05124837953327,5.0,8.0,10.0,12.041594578792296,10.04987562112089,28.0178514522438,20.024984394500787,17.5,17.0,15.0,6.0,12.0,5.0,1.0,2.23606797749979,1.0,1.5,20.0,18.0,18.027756377319943,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
9,320,6.082762530298219,39.05124837953327,5.0,8.0,10.04987562112089,12.041594578792296,10.04987562112089,29.068883707497267,21.095023109728988,18.0,16.0,14.0,5.0,14.0,6.0,1.0,2.23606797749979,2.0,2.0,20.0,20.0,19.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
10,321,6.082762530298219,39.01281840626232,4.0,7.071067811865476,10.0,11.04536101718726,10.04987562112089,27.018512172212592,20.09975124224178,17.0,15.0,14.0,4.5,12.5,5.5,0.5,2.0,2.0,2.0,16.0,16.0,15.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
11,322,4.0,38.05259518088089,4.123105625617661,7.0,10.0,12.16552506059644,11.04536101718726,26.0768096208106,19.1049731745428,17.0,17.0,15.0,5.0,10.0,3.0,2.0,2.0,2.0,2.0,19.0,18.0,18.027756377319943,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
12,323,3.0,36.12478373637688,3.0,8.0,10.0,11.04536101718726,11.04536101718726,25.019992006393608,17.029386365926403,15.5,17.0,14.0,4.5,9.5,1.5,1.5,2.0,2.0,1.5,21.0,20.0,18.027756377319943,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
13,324,3.0,37.12142238654117,4.0,7.0,10.0,11.04536101718726,10.04987562112089,24.020824298928627,17.029386365926403,15.5,16.0,13.0,4.5,9.5,1.5,1.5,2.0,2.0,2.0,21.0,20.0,18.027756377319943,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
14,325,4.0,36.12478373637688,3.0,7.0,9.0,10.04987562112089,11.04536101718726,25.019992006393608,18.027756377319943,16.0,17.0,14.0,4.5,9.5,2.5,1.5,2.0,2.0,2.0,19.0,19.0,21.02379604162864,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
15,326,3.0,36.12478373637688,4.0,7.0,10.04987562112089,11.04536101718726,11.0,25.0,18.0,16.5,17.0,14.0,4.5,9.5,1.5,1.5,3.0,1.0,1.5,19.0,19.0,21.02379604162864,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
16,327,2.0,37.05401462729781,4.123105625617661,8.0,10.04987562112089,12.16552506059644,11.0,25.019992006393608,17.029386365926403,16.0,16.0,14.0,4.0,10.0,2.0,1.0,2.0,2.0,2.0,19.0,17.0,17.029386365926403,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
17,328,2.0,36.12478373637688,5.0,8.06225774829855,10.0,11.04536101718726,10.04987562112089,25.079872407968907,17.029386365926403,16.0,17.0,14.0,5.5,9.5,0.5,1.5,2.0,2.0,2.0,20.0,19.0,19.026297590440446,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
18,329,2.0,36.05551275463989,5.0,8.0,10.0,12.041594578792296,11.04536101718726,26.019223662515376,18.027756377319943,17.0,17.0,15.0,5.0,10.0,1.0,1.0,2.0,1.0,1.0,19.0,18.0,19.026297590440446,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
19,330,2.0,37.05401462729781,4.0,9.0,10.04987562112089,11.04536101718726,11.04536101718726,26.019223662515376,17.029386365926403,16.0,16.0,14.0,4.0,11.0,2.0,1.0,3.0,1.0,1.5,19.0,18.0,19.026297590440446,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
20,331,4.0,37.05401462729781,4.0,7.0,9.0,11.04536101718726,10.04987562112089,25.019992006393608,18.027756377319943,16.0,16.0,14.0,5.0,10.0,3.0,1.0,2.23606797749979,1.0,1.5,18.0,18.0,18.027756377319943,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
21,332,6.0,37.05401462729781,5.0,7.0,9.0,11.04536101718726,9.055385138137416,27.018512172212592,20.024984394500787,17.0,16.0,14.0,6.0,12.0,4.0,1.0,2.0,2.0,2.0,19.0,19.0,18.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
22,333,7.071067811865476,38.05259518088089,4.0,7.0,10.0,11.04536101718726,10.04987562112089,28.0713376952364,21.095023109728988,17.5,16.0,14.0,5.0,13.0,6.0,1.0,2.0,2.0,2.0,19.0,19.0,19.026297590440446,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
23,334,7.071067811865476,38.05259518088089,4.0,7.0,10.0,11.04536101718726,10.04987562112089,28.0713376952364,21.095023109728988,17.5,16.0,14.0,5.0,13.0,6.0,1.0,2.0,1.0,1.5,19.0,19.0,19.026297590440446,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
24,335,6.0,39.05124837953327,4.123105625617661,8.0,10.0,11.180339887498947,10.04987562112089,28.0713376952364,20.09975124224178,17.0,16.0,14.0,5.0,13.0,5.0,1.0,2.0,1.0,1.5,18.0,18.0,18.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
