,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,219,4.123105625617661,29.154759474226505,4.0,5.0,8.06225774829855,8.06225774829855,6.324555320336759,19.235384061671343,14.317821063276352,12.0,14.0,11.0,6.5,6.5,1.5,3.5,4.0,4.123105625617661,4.0,9.0,12.0,10.04987562112089,{}
1,220,3.1622776601683795,29.068883707497267,3.0,6.0,8.06225774829855,9.055385138137416,6.082762530298219,18.110770276274835,12.16552506059644,10.5,12.0,10.0,5.0,7.0,1.0,3.0,4.0,4.0,4.0,9.0,10.0,10.0,{}
2,221,2.0,29.068883707497267,3.0,5.0990195135927845,8.06225774829855,9.055385138137416,6.324555320336759,16.278820596099706,11.180339887498947,10.0,12.0,10.0,5.0,5.0,0.0,3.0,4.0,4.0,4.0,8.0,9.0,10.0,{}
3,222,1.0,26.0768096208106,3.0,5.0990195135927845,7.071067811865476,7.0,6.324555320336759,15.297058540778355,10.198039027185567,9.5,11.0,9.0,4.0,5.0,0.0,2.0,4.123105625617661,3.0,3.0,8.0,9.0,10.0,{}
4,223,1.0,26.0768096208106,3.0,5.0990195135927845,7.071067811865476,7.071067811865476,6.324555320336759,15.297058540778355,10.198039027185567,9.5,11.0,9.0,4.0,5.0,0.0,2.0,3.0,4.0,4.0,7.0,9.0,10.04987562112089,{}
5,224,2.23606797749979,25.079872407968907,3.0,4.0,7.0,8.0,5.0990195135927845,14.142135623730953,10.198039027185567,9.0,11.0,9.0,5.0,4.0,1.0,2.0,4.123105625617661,3.1622776601683795,3.5,8.0,9.0,8.0,{}
6,225,2.0,24.08318915758459,2.0,4.123105625617661,6.0,7.0,6.324555320336759,14.317821063276352,10.198039027185567,9.0,11.0,9.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,7.0,8.0,7.0,{}
7,226,2.0,23.08679276123039,3.0,4.0,6.0,7.0,5.385164807134504,14.142135623730953,10.198039027185567,9.0,11.0,9.0,5.0,4.0,0.0,2.0,3.0,3.0,3.0,8.0,8.0,7.0,{}
8,227,1.0,22.02271554554524,3.0,5.0990195135927845,6.0,7.0,5.0990195135927845,14.142135623730953,9.055385138137416,8.5,10.0,9.0,4.5,4.5,0.5,1.5,3.1622776601683795,3.1622776601683795,3.0,8.0,8.0,8.06225774829855,{}
9,228,2.0,22.02271554554524,3.0,4.123105625617661,6.082762530298219,7.0,5.385164807134504,14.317821063276352,10.198039027185567,9.0,10.0,9.0,4.5,4.5,0.5,2.5,4.0,3.0,3.5,7.0,8.0,8.06225774829855,{}
