,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,0,10.0,54.45181356024793,5.0990195135927845,8.246211251235321,13.152946437965904,15.132745950421556,8.06225774829855,31.25699921617557,23.08679276123039,18.0,7.0,14.0,2.5,20.5,10.5,2.5,5.385164807134504,5.0990195135927845,5.5,22.0,12.0,19.235384061671343,{}
1,1,10.04987562112089,54.589376255824725,5.0,9.055385138137416,13.152946437965904,15.132745950421556,8.06225774829855,32.14031735997639,23.08679276123039,18.0,6.0,14.0,2.0,22.0,11.0,3.0,5.385164807134504,5.0,5.0,23.0,13.0,18.24828759089466,{}
2,2,11.04536101718726,54.589376255824725,4.0,8.06225774829855,14.0356688476182,14.142135623730953,9.055385138137416,32.14031735997639,24.08318915758459,18.5,6.0,14.0,1.0,22.0,12.0,3.0,5.385164807134504,5.0,5.0,22.0,12.0,18.24828759089466,{}
3,3,11.0,55.44366510251645,4.123105625617661,8.06225774829855,13.038404810405298,15.132745950421556,9.055385138137416,32.14031735997639,24.08318915758459,18.5,7.0,14.0,1.5,21.5,11.5,2.5,5.385164807134504,5.0990195135927845,5.0,22.0,12.0,18.24828759089466,{}
4,4,12.0,54.589376255824725,5.0990195135927845,7.280109889280518,13.152946437965904,15.132745950421556,8.06225774829855,32.2490309931942,25.079872407968907,19.0,6.0,14.0,2.0,22.0,13.0,3.0,5.385164807134504,5.0,5.0,22.0,12.0,18.24828759089466,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
5,5,12.0,54.45181356024793,5.0990195135927845,7.071067811865476,13.038404810405298,15.132745950421556,8.06225774829855,32.14031735997639,25.079872407968907,19.0,7.0,14.0,2.5,21.5,12.5,2.5,5.385164807134504,5.0,5.0,22.0,12.0,20.223748416156685,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
6,6,12.0,54.589376255824725,5.0990195135927845,8.06225774829855,13.152946437965904,15.132745950421556,8.06225774829855,33.13608305156178,25.079872407968907,19.0,6.0,14.0,2.0,23.0,13.0,3.0,5.0990195135927845,5.0,5.0,22.0,12.0,18.24828759089466,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
7,7,12.041594578792296,55.44366510251645,5.0,7.071067811865476,14.142135623730953,14.142135623730953,8.06225774829855,32.14031735997639,25.079872407968907,19.0,7.0,14.0,2.5,21.5,12.5,2.5,5.0990195135927845,5.0,5.0,22.0,12.0,18.24828759089466,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
8,8,11.04536101718726,55.57877292636101,4.123105625617661,8.06225774829855,13.152946437965904,15.132745950421556,9.055385138137416,32.2490309931942,24.186773244895647,18.5,6.0,14.0,1.0,22.0,12.0,3.0,5.385164807134504,5.0990195135927845,5.0,22.0,12.0,19.235384061671343,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
9,9,11.04536101718726,55.57877292636101,4.123105625617661,8.06225774829855,13.152946437965904,15.132745950421556,9.055385138137416,32.2490309931942,24.186773244895647,18.5,6.0,14.0,1.0,22.0,12.0,3.0,5.385164807134504,5.0990195135927845,5.0,22.0,12.0,19.235384061671343,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
10,10,11.04536101718726,54.589376255824725,5.0,8.06225774829855,13.152946437965904,15.132745950421556,8.06225774829855,32.14031735997639,24.08318915758459,18.5,6.0,14.0,2.0,22.0,12.0,3.0,6.324555320336759,4.0,4.5,22.0,12.0,18.24828759089466,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
11,11,12.041594578792296,54.589376255824725,5.0,8.06225774829855,13.152946437965904,15.297058540778355,8.06225774829855,33.13608305156178,25.079872407968907,19.0,6.0,14.0,2.0,23.0,13.0,3.0,5.385164807134504,5.0990195135927845,5.5,22.0,12.0,20.223748416156685,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
12,12,11.0,54.589376255824725,4.123105625617661,8.246211251235321,14.142135623730953,15.132745950421556,9.0,32.14031735997639,24.020824298928627,18.5,6.0,14.0,1.0,22.0,12.0,3.0,5.385164807134504,5.0990195135927845,5.0,22.0,12.0,20.223748416156685,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
13,13,11.0,54.45181356024793,4.123105625617661,8.06225774829855,13.152946437965904,15.132745950421556,8.06225774829855,31.14482300479488,23.08679276123039,17.5,6.0,13.0,1.5,21.5,11.5,3.5,5.0990195135927845,5.0,5.0,22.0,12.0,19.235384061671343,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
