,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,249,2.0,34.0147027033899,4.0,7.071067811865476,10.0,11.0,8.0,21.02379604162864,14.0,13.0,16.0,15.0,7.5,5.5,1.5,3.5,5.0,4.0,4.5,17.0,16.0,16.0,{}
1,250,3.1622776601683795,35.0,4.0,9.055385138137416,10.0,11.0,8.06225774829855,24.020824298928627,15.0,13.5,15.0,15.0,7.0,9.0,0.0,3.0,5.0,5.0990195135927845,4.0,18.0,15.0,17.029386365926403,{}
2,251,4.0,35.0,4.0,7.0,10.0,11.0,9.0,24.0,17.0,15.0,16.0,16.0,7.0,8.0,0.0,3.0,5.0,5.0990195135927845,4.0,18.0,15.0,17.029386365926403,{}
3,252,3.0,35.0,4.0,8.0,10.0,10.0,7.071067811865476,22.02271554554524,14.0356688476182,12.5,14.0,14.0,7.0,8.0,0.0,3.0,4.0,5.0,5.0,16.0,16.0,14.0356688476182,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
4,253,3.0,34.0,3.0,7.071067811865476,10.0,11.0,8.0,21.02379604162864,14.0,12.5,14.0,14.0,6.0,7.0,0.0,3.0,4.0,4.0,4.0,17.0,16.0,14.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
5,254,3.0,35.0142828000232,4.0,7.0,10.0,11.0,7.071067811865476,21.02379604162864,14.0356688476182,12.5,14.0,13.0,6.5,7.5,0.5,2.5,4.0,4.0,4.0,16.0,15.0,14.0356688476182,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
6,255,3.0,35.0142828000232,4.0,7.0,10.0,11.04536101718726,7.071067811865476,21.02379604162864,14.0356688476182,12.5,14.0,13.0,6.5,7.5,0.5,2.5,4.0,4.0,4.0,16.0,15.0,15.033296378372908,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
7,256,4.0,35.05709628591621,4.0,8.06225774829855,10.04987562112089,11.0,8.0,24.020824298928627,16.0,14.0,15.0,13.0,6.0,10.0,2.0,3.0,5.0,4.0,4.0,15.0,15.0,15.033296378372908,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
8,257,6.0,35.0142828000232,4.0,7.071067811865476,10.0,11.0,7.0,24.020824298928627,17.0,14.0,14.0,13.0,6.5,10.5,2.5,2.5,4.0,5.0,4.5,16.0,16.0,15.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
9,258,4.0,36.013886210738214,3.0,8.0,10.0,11.0,8.0,23.0,15.0,13.0,15.0,14.0,6.5,8.5,0.5,3.5,4.123105625617661,5.0,5.0,16.0,16.0,16.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
10,259,3.1622776601683795,36.013886210738214,4.0,8.0,10.0,10.0,7.071067811865476,22.0,14.0,12.5,14.0,13.0,6.5,8.5,0.5,2.5,4.0,5.0,4.5,17.0,16.0,15.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
11,260,4.0,34.0,4.0,8.0,10.04987562112089,11.0,8.06225774829855,24.020824298928627,16.0312195418814,14.0,14.0,14.0,6.0,10.0,1.0,2.0,5.0990195135927845,4.123105625617661,4.0,19.0,16.0,14.0356688476182,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
12,261,3.0,34.0,4.0,9.0,10.0,10.0,8.0,24.0,15.0,13.5,14.0,14.0,6.0,10.0,1.0,2.0,5.0,6.082762530298219,6.0,21.0,17.0,16.0312195418814,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
13,262,2.0,33.0,4.0,8.0,9.0,10.0,8.0,22.0,14.0,13.0,14.0,14.0,6.0,8.0,0.0,2.0,5.0990195135927845,5.0,5.0,19.0,16.0,15.033296378372908,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
14,263,2.0,33.0,4.0,8.0,9.0,10.0,8.0,22.0,14.0,13.0,14.0,14.0,6.0,8.0,0.0,2.0,5.0990195135927845,5.0,5.0,19.0,16.0,15.033296378372908,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
15,264,4.0,33.015148038438355,3.0,8.0,10.0,10.0,8.06225774829855,23.021728866442675,15.033296378372908,13.0,13.0,14.0,5.5,9.5,0.5,2.5,5.0,4.0,3.5,20.0,16.0,15.033296378372908,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
16,265,2.0,33.015148038438355,4.0,8.0,9.0,9.055385138137416,8.0,22.0,14.0,13.0,15.0,14.0,6.5,7.5,0.5,2.5,4.0,3.0,3.5,18.0,15.0,17.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
17,266,1.0,33.0,3.0,8.0,10.0,10.0,9.0,21.0,13.0,12.5,14.0,14.0,5.0,7.0,1.0,2.0,4.0,3.0,3.5,18.0,15.0,16.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
18,267,2.23606797749979,33.015148038438355,4.0,7.0,9.0,10.0,8.0,21.02379604162864,14.0356688476182,13.0,13.0,14.0,5.5,7.5,0.5,2.5,5.0,4.0,4.0,16.0,14.0,15.033296378372908,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
19,268,0.0,33.0,5.0,8.0,9.0,10.0,11.0,24.0,16.0,16.0,15.0,15.0,4.0,9.0,0.0,0.0,4.123105625617661,4.0,4.0,18.0,15.0,16.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
20,269,1.0,33.015148038438355,4.0,8.0,8.0,9.0,11.0,24.0,16.0,15.5,15.0,14.0,3.5,9.5,0.5,0.5,5.0,5.0,5.0,18.0,15.0,14.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
21,270,1.0,35.0142828000232,4.0,9.0,9.0,11.0,10.0,24.0,15.0,14.5,15.0,14.0,4.5,9.5,0.5,0.5,4.123105625617661,4.0,4.0,18.0,15.0,16.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
22,271,1.0,35.0142828000232,4.0,9.0,9.0,11.0,10.0,24.0,15.0,14.5,15.0,14.0,4.5,9.5,0.5,0.5,4.123105625617661,4.0,4.0,18.0,15.0,16.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
23,272,3.0,35.0,4.0,8.0,10.0,10.0,8.06225774829855,23.021728866442675,15.033296378372908,13.5,14.0,14.0,6.0,9.0,1.0,2.0,4.0,4.0,4.0,17.0,15.0,14.0,"{'neutral': (['m1', 'm3', 'm12', 'e1', 'e2'], None, 22)}"
