,video_id,frame_seq,time_seconds,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures
0,13,0,0.0,1.4142135623730951,84.38009243891595,12.0,10.0,20.09975124224178,21.213203435596427,33.015148038438355,56.0357029044876,46.04345773288535,45.5,60.0,52.0,23.0,0.0,9.0,13.0,8.06225774829855,8.06225774829855,7.5,36.0,46.0,45.39823785126467,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
1,13,1,0.0333666666666666,2.23606797749979,85.47514258543241,11.0,10.0,20.09975124224178,21.213203435596427,33.015148038438355,56.0357029044876,46.04345773288535,45.0,61.0,52.0,23.5,0.5,9.5,13.5,8.06225774829855,8.0,7.5,36.0,47.0,45.27692569068709,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
2,13,2,0.0667333333333332,1.0,87.36704184073076,12.041594578792296,12.0,21.095023109728988,22.20360331117452,33.015148038438355,58.034472514187634,46.04345773288535,45.5,60.0,52.0,23.0,2.0,9.0,13.0,8.06225774829855,9.0,8.5,35.0,46.0,48.16637831516918,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
3,13,3,0.1000999999999998,11.0,88.45903006477066,11.0,11.0,22.09072203437452,23.194827009486403,32.01562118716424,65.00769185258002,54.00925846556311,48.5,60.0,51.0,23.5,9.5,1.5,13.5,8.06225774829855,8.06225774829855,8.0,34.0,44.0,47.16990566028302,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
4,13,4,0.1334666666666664,14.0,91.26883367283708,12.0,13.0,23.08679276123039,24.186773244895647,31.064449134018133,70.02856560004639,57.0350769263968,50.0,59.0,52.0,24.5,14.5,2.5,14.5,9.055385138137416,9.055385138137416,8.5,34.0,45.0,47.265209192385896,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
5,13,5,0.166833333333333,18.027756377319943,92.34717104492157,11.0,13.0,24.08318915758459,25.179356624028344,30.066592756745816,72.06247289678588,59.07622195096772,50.0,60.0,52.0,26.0,16.0,3.0,16.0,9.055385138137416,9.0,9.0,35.0,46.0,47.265209192385896,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
6,13,6,0.2001999999999996,15.0,93.34345183246651,12.041594578792296,12.0,24.08318915758459,25.179356624028344,29.017236257093817,68.0294054067798,56.0357029044876,48.5,59.0,51.0,26.0,13.0,2.0,16.0,9.055385138137416,9.055385138137416,9.0,34.0,45.0,47.16990566028302,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
7,13,7,0.2335666666666662,8.0,93.26306878931231,11.0,9.0,24.08318915758459,24.08318915758459,30.066592756745816,58.034472514187634,49.04079934095692,45.0,58.0,51.0,24.5,3.5,4.5,14.5,8.06225774829855,9.055385138137416,8.0,33.0,45.0,46.2709412050371,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
8,13,8,0.2669333333333328,5.0,92.34717104492157,11.0,10.0,23.194827009486403,24.186773244895647,29.017236257093817,55.00909015790027,45.0111097397076,42.5,56.0,48.0,23.0,3.0,6.0,14.0,9.055385138137416,9.055385138137416,8.5,32.0,46.0,46.2709412050371,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
9,13,9,0.3002999999999994,7.0,94.26027795418386,11.0,8.0,24.020824298928627,25.079872407968907,29.017236257093817,55.00909015790027,47.01063709417264,43.5,56.0,49.0,23.5,2.5,5.5,13.5,9.055385138137416,9.055385138137416,8.5,34.0,47.0,49.25444142409901,"{'neutral': ['m1', 'm3', 'm12', 'e1', 'e2']}"
