video_id,frame_seq,gap,time_seconds,time_datetime,instance_ref,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
98,0,0,0.0,0:00:00,0,"(527.6558865674178, 383.4177722462205)","(529.481685482876, 440.01753862542455)","(536.7848811447087, 494.7915060891703)","(549.5654735529162, 549.5654735529162)","(569.6492616229563, 606.1652399321201)","(597.0362453548291, 660.9392073958659)","(635.3780225794512, 708.4099791977789)","(684.6745932968224, 741.2743596760264)","(741.2743596760264, 752.2291531687755)","(801.5257238861468, 741.2743596760264)","(845.3448978571433, 702.9325824514043)","(881.8608761663072, 651.8102128185749)","(907.422060982722, 597.0362453548291)","(923.8542512218457, 544.0880768065415)","(932.9832457991366, 492.96570717371213)","(931.1574468836785, 441.8433375408827)","(927.5058490527621, 394.3725657389697)","(582.4298540311636, 339.59859827522394)","(609.8168377630365, 308.5600167124346)","(651.8102128185749, 299.4310221351437)","(693.8035878741134, 304.90841888151823)","(732.1453650987354, 321.340609120642)","(770.4871423233575, 321.340609120642)","(807.0031206325214, 304.90841888151823)","(845.3448978571433, 299.4310221351437)","(880.0350772508491, 314.0374134588092)","(896.4672674899728, 348.7275928525149)","(752.2291531687755, 352.37919068343126)","(755.8807509996919, 390.7209679080533)","(757.7065499151502, 427.23694621721717)","(759.5323488306083, 467.4045223572974)","(701.1067835359462, 489.31410934279575)","(726.6679683523608, 498.4431039200867)","(754.0549520842337, 507.5720984973777)","(777.7903379851903, 500.2689028355449)","(801.5257238861468, 491.1399082582539)","(622.5974301712438, 359.68238634526404)","(642.681218241284, 348.7275928525149)","(668.2424030576987, 348.7275928525149)","(690.151990043197, 365.1597830916386)","(666.4166041422404, 366.9855820070968)","(642.681218241284, 366.9855820070968)","(801.5257238861468, 370.6371798380132)","(825.2611097871032, 357.8565874298058)","(850.822294603518, 357.8565874298058)","(869.0802837580999, 372.46297875347136)","(850.822294603518, 377.94037549984597)","(825.2611097871032, 376.11457658438775)","(640.8554193258258, 556.8686692147489)","(682.8487943813642, 549.5654735529162)","(723.0163705214444, 547.7396746374579)","(748.5775553378592, 553.2170713838325)","(774.1387401542738, 547.7396746374579)","(807.0031206325214, 551.3912724683743)","(839.8675011107688, 562.3460659611235)","(807.0031206325214, 604.3394410166619)","(774.1387401542738, 622.5974301712438)","(744.9259575069427, 626.2490280021602)","(717.5389737750698, 622.5974301712438)","(677.3713976349896, 602.5136421012037)","(651.8102128185749, 560.5202670456653)","(721.1905716059863, 558.694468130207)","(748.5775553378592, 562.3460659611235)","(774.1387401542738, 558.694468130207)","(827.0869087025615, 564.1718648765817)","(772.3129412388157, 597.0362453548291)","(746.751756422401, 600.6878431857455)","(719.3647726905281, 597.0362453548291)"
98,1,0,0.0333666666666666,0:00:00.033367,0,"(527.6558865674178, 383.4177722462205)","(529.481685482876, 440.01753862542455)","(536.7848811447087, 494.7915060891703)","(549.5654735529162, 549.5654735529162)","(569.6492616229563, 606.1652399321201)","(597.0362453548291, 660.9392073958659)","(635.3780225794512, 708.4099791977789)","(684.6745932968224, 741.2743596760264)","(741.2743596760264, 752.2291531687755)","(801.5257238861468, 741.2743596760264)","(845.3448978571433, 702.9325824514043)","(881.8608761663072, 651.8102128185749)","(907.422060982722, 597.0362453548291)","(923.8542512218457, 544.0880768065415)","(932.9832457991366, 492.96570717371213)","(931.1574468836785, 441.8433375408827)","(927.5058490527621, 394.3725657389697)","(582.4298540311636, 339.59859827522394)","(609.8168377630365, 308.5600167124346)","(651.8102128185749, 299.4310221351437)","(693.8035878741134, 304.90841888151823)","(732.1453650987354, 321.340609120642)","(770.4871423233575, 321.340609120642)","(807.0031206325214, 304.90841888151823)","(845.3448978571433, 299.4310221351437)","(880.0350772508491, 314.0374134588092)","(896.4672674899728, 348.7275928525149)","(752.2291531687755, 352.37919068343126)","(755.8807509996919, 390.7209679080533)","(757.7065499151502, 427.23694621721717)","(759.5323488306083, 467.4045223572974)","(701.1067835359462, 489.31410934279575)","(726.6679683523608, 498.4431039200867)","(754.0549520842337, 507.5720984973777)","(777.7903379851903, 500.2689028355449)","(801.5257238861468, 491.1399082582539)","(622.5974301712438, 359.68238634526404)","(642.681218241284, 348.7275928525149)","(668.2424030576987, 348.7275928525149)","(690.151990043197, 365.1597830916386)","(666.4166041422404, 366.9855820070968)","(642.681218241284, 366.9855820070968)","(801.5257238861468, 370.6371798380132)","(825.2611097871032, 357.8565874298058)","(850.822294603518, 357.8565874298058)","(869.0802837580999, 372.46297875347136)","(850.822294603518, 377.94037549984597)","(825.2611097871032, 376.11457658438775)","(640.8554193258258, 556.8686692147489)","(682.8487943813642, 549.5654735529162)","(723.0163705214444, 547.7396746374579)","(748.5775553378592, 553.2170713838325)","(774.1387401542738, 547.7396746374579)","(807.0031206325214, 551.3912724683743)","(839.8675011107688, 562.3460659611235)","(807.0031206325214, 604.3394410166619)","(774.1387401542738, 622.5974301712438)","(744.9259575069427, 626.2490280021602)","(717.5389737750698, 622.5974301712438)","(677.3713976349896, 602.5136421012037)","(651.8102128185749, 560.5202670456653)","(721.1905716059863, 558.694468130207)","(748.5775553378592, 562.3460659611235)","(774.1387401542738, 558.694468130207)","(827.0869087025615, 564.1718648765817)","(772.3129412388157, 597.0362453548291)","(746.751756422401, 600.6878431857455)","(719.3647726905281, 597.0362453548291)"
98,2,0,0.0667333333333332,0:00:00.066733,0,"(529.4099949191237, 374.23809985662194)","(533.061098332359, 430.83020276176967)","(538.5377534522121, 489.24785737353506)","(551.3166153985358, 545.8399602786827)","(569.5721324647125, 602.4320631838305)","(596.9554080639775, 659.0241660889782)","(637.1175456095662, 706.4885104610375)","(686.4074416882432, 739.3484411801556)","(744.8250963000086, 748.4761997132439)","(805.0683026183916, 739.3484411801556)","(848.8815435772157, 701.0118553411845)","(881.7414742963336, 649.8964075558898)","(907.2991981889811, 596.9554080639775)","(923.7291635485401, 544.0144085720651)","(932.8569220816285, 489.24785737353506)","(932.8569220816285, 436.3068578816227)","(929.205818668393, 387.0169618029456)","(584.1765461176539, 334.07596231103327)","(611.5598217169188, 308.5182384183859)","(649.8964075558898, 301.2160315919152)","(691.8840968080963, 306.69268671176826)","(730.2206826470673, 319.47154865809193)","(764.906165072803, 321.2971003647096)","(801.4171992051563, 306.69268671176826)","(839.7537850441273, 299.39047988529757)","(878.0903708830983, 308.5182384183859)","(896.345887949275, 339.55261743088624)","(750.3017514198616, 350.50592767059226)","(753.9528548330969, 388.84251350956333)","(755.7784065397146, 423.52799593529903)","(757.6039582463322, 463.6901334808877)","(701.0118553411845, 487.4223056669174)","(726.5695792338319, 494.7245124933881)","(753.9528548330969, 503.8522710264764)","(777.6850270191267, 496.55006420000575)","(801.4171992051563, 487.4223056669174)","(622.5131319566249, 359.6336862036806)","(640.7686490228015, 346.85482425735694)","(666.3263729154488, 348.6803759639746)","(688.2329933948608, 361.45923791029827)","(664.5008212088312, 366.9358930301513)","(640.7686490228015, 366.9358930301513)","(801.4171992051563, 366.9358930301513)","(823.3238196845683, 354.15703108382763)","(848.8815435772157, 355.9825827904453)","(867.1370606433924, 368.76144473676896)","(847.0559918705981, 372.4125481500043)","(823.3238196845683, 372.4125481500043)","(646.2453041426545, 560.4443739316241)","(684.5818899816255, 547.6655119853004)","(724.7440275272143, 544.0144085720651)","(750.3017514198616, 549.4910636919182)","(775.859475312509, 544.0144085720651)","(808.7194060316269, 547.6655119853004)","(837.9282333375097, 558.6188222250064)","(810.5449577382446, 602.4320631838305)","(777.6850270191267, 620.6875802500072)","(748.4761997132439, 624.3386836632425)","(721.0929241139789, 622.5131319566249)","(680.9307865683902, 602.4320631838305)","(657.1986143823606, 562.2699256382418)","(722.9184758205965, 554.9677188117711)","(750.3017514198616, 556.7932705183888)","(775.859475312509, 553.1421671051535)","(826.9749230978036, 562.2699256382418)","(775.859475312509, 596.9554080639775)","(750.3017514198616, 600.6065114772128)","(721.0929241139789, 598.7809597705951)"
98,3,0,0.1000999999999998,0:00:00.100100,0,"(531.5013083699473, 378.078250283777)","(535.15423832438, 434.6986645774827)","(544.2865632104615, 491.3190788711884)","(555.2453530737595, 546.1130281876779)","(573.5100028459226, 602.7334424813836)","(600.9069775041672, 657.5273917978731)","(642.9156719801425, 703.1890162282808)","(690.4037613877666, 737.8918507953908)","(750.677105635905, 745.1977107042561)","(809.1239849068271, 734.2389208409581)","(852.9591443600186, 697.7096212966319)","(885.8355139499123, 650.2215318890078)","(911.4060236309407, 597.2540475497347)","(927.8442084258875, 542.4600982332453)","(935.1500683347527, 487.6661489167558)","(935.1500683347527, 432.8721996002664)","(931.49713838032, 379.90471526099327)","(575.3364678231388, 330.5901608761528)","(604.5599074585999, 301.3667212406918)","(648.3950669117914, 294.0608613318265)","(692.230226364983, 297.71379128625915)","(732.4124558637419, 314.151976081206)","(767.1152904308518, 312.3255111039897)","(803.6445899751782, 297.71379128625915)","(843.826819473937, 294.0608613318265)","(882.1825839954796, 303.19318621790813)","(900.4472337676427, 336.06955580780175)","(754.3300355903376, 341.5489507394507)","(757.9829655447703, 379.90471526099327)","(761.6358954992029, 414.60754982810323)","(765.2888254536356, 454.7897793268622)","(706.8419461827135, 482.18675398510686)","(732.4124558637419, 489.49261389397213)","(759.8094305219865, 496.7984738028374)","(781.7270102485824, 489.49261389397213)","(803.6445899751782, 480.3602890078906)","(622.824557230763, 356.1606705571812)","(642.9156719801425, 345.2018806938833)","(668.4861816611709, 345.2018806938833)","(688.5772964105504, 356.1606705571812)","(668.4861816611709, 363.4665304660465)","(642.9156719801425, 363.4665304660465)","(801.8181249979618, 359.81360051161386)","(825.5621697017739, 348.85481064831595)","(851.1326793828023, 350.6812756255323)","(869.3973291549654, 363.4665304660465)","(851.1326793828023, 368.9459253976954)","(825.5621697017739, 367.1194604204791)","(661.1803217523056, 568.0306079142737)","(695.8831563194155, 547.9394931648942)","(730.5859908865256, 540.6336332560289)","(756.156500567554, 546.1130281876779)","(779.900545271366, 538.8071682788126)","(810.9504498840433, 546.1130281876779)","(832.8680296106392, 564.377677959841)","(810.9504498840433, 600.9069775041672)","(783.5534752257987, 619.1716272763305)","(754.3300355903376, 624.6510222079794)","(728.7595259093092, 622.824557230763)","(692.230226364983, 606.3863724358163)","(672.1391116156035, 568.0306079142737)","(730.5859908865256, 551.5924231193268)","(756.156500567554, 551.5924231193268)","(781.7270102485824, 549.7659581421104)","(821.9092397473413, 564.377677959841)","(781.7270102485824, 593.6011175953021)","(754.3300355903376, 600.9069775041672)","(728.7595259093092, 599.080512526951)"
98,4,0,0.1334666666666664,0:00:00.133467,0,"(538.2431327881752, 379.7194703916578)","(543.7730279880536, 438.70501919036195)","(552.9895199878512, 495.8472695891066)","(565.8926087875677, 551.1462215878917)","(584.3255927871628, 608.2884719866363)","(613.8183671865148, 663.5874239854214)","(654.3709319856239, 707.8265855844495)","(705.98328718449, 739.1626583837611)","(766.8121343831536, 746.5358519835992)","(823.9543847818983, 733.6327631838826)","(864.5069495810073, 696.7667951846926)","(897.6863207802785, 648.8410367857454)","(919.8059015797925, 597.2286815868792)","(934.5522887794685, 541.9297295880942)","(941.9254823793066, 488.47407598926856)","(941.9254823793066, 435.01842239044294)","(938.2388855793876, 381.5627687916173)","(589.8554879870413, 328.1071151927917)","(619.3482623863933, 298.6143407934396)","(661.7441255854619, 289.39784879364214)","(705.98328718449, 294.92774399352066)","(746.5358519835992, 311.5174295931562)","(776.0286263829512, 307.83083279323716)","(812.8945943821412, 293.08444559356116)","(853.4471591812503, 293.08444559356116)","(890.3131271804405, 302.30093759335864)","(910.5894095799949, 333.6370103926702)","(763.1255375832346, 341.01020399250825)","(766.8121343831536, 376.0328735917388)","(772.3420295830322, 412.8988415909289)","(776.0286263829512, 451.6081079900785)","(720.7296743841661, 482.94418078939003)","(744.6925535836397, 488.47407598926856)","(770.4987311830727, 495.8472695891066)","(790.7750135826273, 488.47407598926856)","(811.0512959821817, 479.257583989471)","(634.0946495860694, 353.91329279222475)","(652.5276335856644, 339.16690559254874)","(678.3338111850975, 341.01020399250825)","(700.4533919846115, 352.06999439226524)","(678.3338111850975, 359.4431879921033)","(652.5276335856644, 361.2864863920628)","(812.8945943821412, 355.75659119218426)","(836.8574735816148, 344.69680079242727)","(860.8203527810883, 346.5400991923868)","(879.2533367806834, 361.2864863920628)","(860.8203527810883, 366.8163815919413)","(836.8574735816148, 364.9730831919818)","(678.3338111850975, 578.7956975872843)","(715.1997791842875, 554.8328183878107)","(748.3791503835587, 543.7730279880536)","(770.4987311830727, 549.3029231879322)","(794.4616103825463, 540.0864311881347)","(818.4244895820198, 549.3029231879322)","(838.7007719815743, 571.4225039874462)","(818.4244895820198, 604.6018751867173)","(794.4616103825463, 619.3482623863933)","(768.6554327831132, 624.8781575862719)","(744.6925535836397, 624.8781575862719)","(711.5131823843685, 613.8183671865148)","(691.236899984814, 578.7956975872843)","(746.5358519835992, 556.6761167877702)","(770.4987311830727, 556.6761167877702)","(792.6183119825868, 552.9895199878512)","(825.7976831818578, 571.4225039874462)","(792.6183119825868, 593.5420847869603)","(768.6554327831132, 599.0719799868388)","(744.6925535836397, 599.0719799868388)"
98,5,0,0.166833333333333,0:00:00.166833,0,"(537.5637799324038, 368.77242241096644)","(541.2331572698264, 427.4824598097273)","(552.241289282094, 484.35780853977684)","(566.9187986317843, 539.3984686011152)","(585.265685318897, 596.2738173311647)","(610.9513266808549, 651.3144773925029)","(649.4797887237917, 693.5123167728623)","(699.0163827789961, 724.702024140954)","(757.726420177757, 733.8754674845104)","(814.6017689078066, 721.0326468035314)","(856.7996082881658, 686.1735620980172)","(889.8240043249689, 640.3063453802353)","(911.8402683495042, 587.1003739876084)","(926.5177776991943, 533.8944025949813)","(935.6912210427507, 478.853742533643)","(937.525909711462, 425.647771141016)","(937.525909711462, 374.27648841710027)","(583.4309966501858, 319.235828355762)","(614.6207040182775, 288.04612098767035)","(656.8185433986367, 280.70736631282523)","(700.8510714477075, 284.37674365024776)","(741.2142221593555, 300.88894166864924)","(779.7426842022923, 299.054252999938)","(816.4364575765178, 282.54205498153647)","(854.9649196194546, 278.87267764411394)","(891.6586929936801, 288.04612098767035)","(910.0055796807928, 319.235828355762)","(761.3957975151795, 333.9133377054522)","(765.065174852602, 368.77242241096644)","(768.7345521900246, 401.79681844776945)","(774.2386181961584, 438.49059182199494)","(719.1979581348202, 473.3496765275092)","(741.2142221593555, 480.6884312023543)","(766.8998635213134, 486.19249720848813)","(788.9161275458487, 478.853742533643)","(807.2630142329614, 471.5149878587979)","(631.132902036679, 344.9214697177199)","(651.3144773925029, 332.07864903674096)","(677.0001187544608, 332.07864903674096)","(697.1816941102849, 344.9214697177199)","(677.0001187544608, 352.26022439256496)","(651.3144773925029, 352.26022439256496)","(810.932391570384, 348.59084705514243)","(832.9486555949193, 337.5827150428748)","(858.6342969568772, 339.4174037115861)","(875.1464949752786, 354.09491306127626)","(858.6342969568772, 359.5989790674101)","(834.7833442636305, 357.7642903986988)","(680.6694960918834, 574.2575533066293)","(715.5285807973976, 548.5719119446715)","(746.7182881654893, 535.7290912636926)","(766.8998635213134, 541.2331572698264)","(788.9161275458487, 533.8944025949813)","(812.7670802390952, 544.902534607249)","(827.4445895887854, 570.5881759692068)","(810.932391570384, 599.9431946685872)","(788.9161275458487, 614.6207040182775)","(765.065174852602, 618.2900813557)","(743.0489108280667, 616.4553926869887)","(711.8592034599751, 607.2819493434323)","(695.3470054415736, 572.4228646379181)","(746.7182881654893, 550.4066006133828)","(766.8998635213134, 550.4066006133828)","(788.9161275458487, 548.5719119446715)","(816.4364575765178, 568.7534873004955)","(787.0814388771374, 583.4309966501858)","(765.065174852602, 588.9350626563196)","(744.8835994967781, 588.9350626563196)"
98,6,0,0.2001999999999996,0:00:00.200200,0,"(546.9530798811039, 375.7976943400782)","(550.6738491319958, 435.330002354348)","(559.9757722592254, 494.8623103686178)","(572.998464637347, 550.6738491319958)","(593.4626955172522, 608.3457725208197)","(619.5080802734952, 662.2969266587517)","(660.4365420333057, 705.0857730440081)","(710.6669269203459, 734.851927051143)","(770.1992349346157, 742.2934655529267)","(827.8711583234395, 731.1311578002511)","(868.79962008325, 695.7838499167784)","(902.2865433412768, 647.4138496551842)","(924.611158846628, 593.4626955172522)","(939.4942358501954, 539.5115413793202)","(946.9357743519791, 485.5603872413881)","(948.7961589774251, 431.6092331034561)","(946.9357743519791, 379.51846359097004)","(591.6023108918063, 325.56730945303804)","(621.3684648989412, 292.0803861950113)","(666.0176959096435, 284.63884769322755)","(710.6669269203459, 288.3596169441194)","(751.5953886801564, 305.1030785731328)","(790.6634658145209, 301.3823093222409)","(826.0107736979936, 286.4992323186735)","(865.0788508323582, 282.7784630677816)","(902.2865433412768, 292.0803861950113)","(920.8903895957361, 325.56730945303804)","(772.0596195600616, 336.7296172057136)","(775.7803888109535, 372.0769250891863)","(779.5011580618453, 405.5638483472131)","(785.0823119381831, 444.63192548157764)","(727.4103885493593, 478.1188487396044)","(751.5953886801564, 485.5603872413881)","(777.6407734363994, 491.1415411177259)","(799.9653889417506, 483.7000026159422)","(818.5692351962099, 476.25846411415847)","(641.8326957788464, 349.75230958383514)","(660.4365420333057, 336.7296172057136)","(686.4819267895488, 336.7296172057136)","(708.8065422948999, 347.8919249583892)","(686.4819267895488, 357.19384808561887)","(660.4365420333057, 357.19384808561887)","(822.2900044471018, 353.473078834727)","(844.6146199524529, 342.3107710820514)","(870.660004708696, 344.17115570749735)","(887.4034663377093, 357.19384808561887)","(870.660004708696, 364.6353865874026)","(846.4750045778989, 362.77500196195666)","(690.2026960404406, 580.4400031391307)","(727.4103885493593, 558.1153876337795)","(759.0369271819401, 543.232310630212)","(777.6407734363994, 548.8134645065498)","(799.9653889417506, 541.3719260047661)","(822.2900044471018, 552.5342337574417)","(839.0334660761151, 574.8588492627929)","(822.2900044471018, 606.4853878953737)","(799.9653889417506, 619.5080802734952)","(775.7803888109535, 625.089234149833)","(753.4557733056023, 625.089234149833)","(721.8292346730215, 613.9269263971574)","(703.2253884185621, 580.4400031391307)","(757.1765425564942, 558.1153876337795)","(777.6407734363994, 556.2550030083336)","(798.1050043163046, 554.3946183828876)","(826.0107736979936, 574.8588492627929)","(798.1050043163046, 589.7419262663603)","(775.7803888109535, 595.3230801426981)","(755.3161579310482, 595.3230801426981)"
98,7,0,0.2335666666666662,0:00:00.233567,0,"(520.6995905760199, 351.33709398727984)","(524.3030479502484, 407.19068328782174)","(533.3116913858197, 464.84600127547793)","(547.7255208827337, 520.6995905760199)","(567.5445364409906, 578.3549085636761)","(596.3721954348187, 632.4067691771037)","(634.208497864218, 675.6482576678459)","(681.0534437291886, 708.0793740359024)","(738.7087617168448, 717.0880174714737)","(792.7606223302724, 706.2776453487882)","(836.0021108210146, 672.0448002936173)","(868.4332271890712, 625.1998544286466)","(891.8557001215565, 571.147993815219)","(908.0712583055848, 517.0961332017913)","(918.8816304282703, 461.2425439012494)","(924.2868164896131, 407.19068328782174)","(920.6833591153846, 354.94055136150837)","(572.9497225023333, 306.29387680942347)","(601.7773814961614, 277.46621781559537)","(643.2171412997892, 270.2593030671383)","(684.6569011034171, 275.6644891284811)","(726.096660907045, 290.0783186253951)","(751.3208625266445, 293.68177599962365)","(789.157164956044, 277.46621781559537)","(828.7951960725576, 273.86276044136685)","(866.6314985019569, 282.87140387693813)","(890.0539714344422, 313.50079155788046)","(740.510490403959, 320.7077063063375)","(744.1139477781876, 353.1388226743941)","(747.7174051524161, 387.37166772956493)","(751.3208625266445, 423.4062414718501)","(702.6741879745597, 461.2425439012494)","(724.2949322199307, 466.6477299625922)","(747.7174051524161, 472.052916023935)","(769.3381493977871, 466.6477299625922)","(787.3554362689297, 457.63908652702094)","(617.9929396801897, 331.51807842902303)","(636.0102265513323, 318.9059776192232)","(661.2344281709318, 318.9059776192232)","(684.6569011034171, 331.51807842902303)","(661.2344281709318, 340.5267218645943)","(636.0102265513323, 340.5267218645943)","(787.3554362689297, 335.12153580325156)","(810.777909201415, 324.311163680566)","(836.0021108210146, 327.9146210547945)","(854.0193976921571, 340.5267218645943)","(836.0021108210146, 347.7336366130513)","(810.777909201415, 345.9319079259371)","(672.0448002936173, 563.941079066762)","(704.475916661674, 538.7168774471625)","(731.5018469683878, 524.3030479502484)","(751.3208625266445, 527.9065053244769)","(771.1398780849014, 522.5013192631341)","(792.7606223302724, 533.3116913858197)","(810.777909201415, 558.5358930054192)","(792.7606223302724, 587.3635519992473)","(771.1398780849014, 601.7773814961614)","(749.5191338395304, 605.3808388703899)","(727.8983895941593, 605.3808388703899)","(700.8724592874454, 596.3721954348187)","(686.4586297905314, 562.1393503796478)","(731.5018469683878, 538.7168774471625)","(751.3208625266445, 536.9151487600482)","(769.3381493977871, 536.9151487600482)","(796.364079704501, 556.7341643183049)","(769.3381493977871, 571.147993815219)","(749.5191338395304, 576.5531798765618)","(729.7001182812735, 576.5531798765618)"
98,8,0,0.2669333333333328,0:00:00.266933,0,"(522.3689834838658, 365.2929954432628)","(529.6748433927311, 423.73987471418485)","(538.8071682788126, 480.3602890078906)","(553.4188880965431, 536.9807033015962)","(575.3364678231388, 591.7746526180857)","(604.5599074585999, 642.9156719801425)","(642.9156719801425, 684.9243664561177)","(688.5772964105504, 715.974271068795)","(745.1977107042561, 723.2801309776603)","(798.1651950435291, 712.3213411143624)","(838.3474245422881, 677.6185065472524)","(873.0502591093981, 630.1304171396283)","(896.7943038132101, 577.1629328003552)","(913.2324886081569, 524.195448461082)","(922.3648134942385, 469.40149914459266)","(924.1912784714549, 416.4340148053196)","(922.3648134942385, 363.4665304660465)","(577.1629328003552, 305.0196511951244)","(606.3863724358163, 277.62267653687974)","(646.5686019345751, 272.14328160523075)","(688.5772964105504, 277.62267653687974)","(725.1065959548766, 294.0608613318265)","(759.8094305219865, 292.2343963546102)","(792.6858001118802, 277.62267653687974)","(831.0415646334228, 272.14328160523075)","(865.7443992005328, 277.62267653687974)","(889.4884439043449, 306.8461161723407)","(743.3712457270398, 323.28430096728755)","(748.8506406586887, 356.1606705571812)","(752.5035706131214, 389.0370401470749)","(756.156500567554, 425.56633969140114)","(708.6684111599297, 465.74856919016)","(728.7595259093092, 471.227964121809)","(752.5035706131214, 474.88089407624165)","(772.5946853625007, 469.40149914459266)","(790.859335134664, 462.09563923572745)","(619.1716272763305, 336.06955580780175)","(639.2627420257098, 325.1107659445039)","(664.8332517067382, 323.28430096728755)","(686.750831433334, 336.06955580780175)","(664.8332517067382, 345.2018806938833)","(639.2627420257098, 347.02834567109966)","(796.3387300663129, 337.8960207850181)","(818.2563097929086, 326.9372309217202)","(843.826819473937, 328.76369589893653)","(860.2650042688839, 341.5489507394507)","(842.0003544967207, 348.85481064831595)","(818.2563097929086, 348.85481064831595)","(670.3126466383872, 571.6835378687063)","(703.1890162282808, 546.1130281876779)","(734.2389208409581, 529.6748433927311)","(754.3300355903376, 533.3277733471637)","(774.4211503397171, 524.195448461082)","(798.1651950435291, 535.15423832438)","(814.603379838476, 562.5512129826246)","(798.1651950435291, 595.4275825725183)","(776.2476153169334, 611.8657673674652)","(754.3300355903376, 617.3451622991141)","(732.4124558637419, 615.5186973218978)","(701.3625512510646, 604.5599074585999)","(686.750831433334, 569.8570728914899)","(734.2389208409581, 547.9394931648942)","(754.3300355903376, 546.1130281876779)","(774.4211503397171, 544.2865632104615)","(799.9916600207455, 562.5512129826246)","(774.4211503397171, 578.9893977775715)","(754.3300355903376, 584.4687927092205)","(732.4124558637419, 584.4687927092205)"
98,9,0,0.3002999999999994,0:00:00.300300,0,"(515.6471010399782, 365.47619091254603)","(521.0749652614518, 423.37340927492954)","(531.9306937043987, 479.4613395634886)","(548.214286368819, 531.9306937043987)","(569.9257432547129, 586.2093359191332)","(598.8743524359046, 636.8694019862188)","(635.0601139123943, 676.6737396103574)","(680.2923157580065, 703.8130607177247)","(736.3802460465655, 712.8595010868472)","(790.6588882613, 702.0037726439002)","(832.2725139592632, 667.627299241235)","(864.8396992881039, 624.2043854694474)","(886.5511561739977, 571.7350313285373)","(902.8347488384181, 519.2656771876273)","(913.690477281365, 464.9870349728927)","(917.3090534290139, 410.70839275815814)","(915.4997653551895, 354.6204624695991)","(564.4978790332394, 303.96039640251354)","(595.2557762882557, 278.63036336897073)","(633.2508258385698, 271.3932110736728)","(674.864451536533, 275.01178722132175)","(712.8595010868472, 291.29537988574214)","(743.6173983418635, 289.4860918119176)","(777.9938717445286, 273.20249914749724)","(815.9889212948428, 267.7746349260238)","(852.1746827713325, 275.01178722132175)","(877.5047158048753, 305.769684476338)","(729.1430937512675, 314.8161248454604)","(732.7616698989165, 349.19259824812565)","(736.3802460465655, 385.37835972461534)","(739.9988221942144, 421.564121201105)","(694.7666203486023, 461.3684588252437)","(714.6687891606716, 466.7963230467172)","(738.1895341203899, 470.41489919436617)","(758.0917029324593, 464.9870349728927)","(776.1845836707041, 459.55917075141923)","(607.9207928050271, 332.90900558370527)","(626.0136735432719, 320.24398906693386)","(651.3437065768146, 318.4347009931094)","(674.864451536533, 331.0997175098808)","(651.3437065768146, 340.1461578790032)","(626.0136735432719, 341.9554459528277)","(779.8031598183532, 332.90900558370527)","(803.3239047780714, 322.0532771407584)","(828.6539378116142, 323.86256521458284)","(846.7468185498591, 338.3368698051787)","(828.6539378116142, 345.57402210047667)","(803.3239047780714, 343.7647340266522)","(658.5808588721126, 564.4978790332394)","(691.1480442009533, 540.977134073521)","(720.0966533821451, 524.6935414091007)","(741.808110268039, 528.3121175567496)","(761.7102790801083, 521.0749652614518)","(783.4217359660021, 530.1214056305741)","(801.5146167042469, 557.2607267379415)","(783.4217359660021, 580.7814716976598)","(763.5195671539327, 593.4464882144312)","(741.808110268039, 598.8743524359046)","(720.0966533821451, 598.8743524359046)","(691.1480442009533, 591.6372001406066)","(673.0551634627085, 562.6885909594149)","(720.0966533821451, 540.977134073521)","(741.808110268039, 540.977134073521)","(761.7102790801083, 537.3585579258721)","(787.040312113651, 555.451438664117)","(761.7102790801083, 562.6885909594149)","(741.808110268039, 568.1164551808884)","(720.0966533821451, 568.1164551808884)"
